0.00000;3716256;7225588307
10.00000;3603283;6969972324
1359.37000;3423644;6477192506
1445.13000;3350846;6299286163
3310.00000;3634897;7065574938
45.07000;3124610;5830407895
129.54000;1291120;2037567113
0.00000;3745516;7284525037
15.83000;3244442;6054728981
1905.45000;2334508;4087129485
59.34000;2664141;4848090190
0.00000;3704536;7197340892
11.33000;3563797;6867069256
910.27000;2053784;3472913165
602.19000;1928425;3213147258
658.52000;2112039;3588676756
217.27000;2018227;3403179929
0.00000;2474414;4410382313
10.00000;3509102;6706146559
545.11000;3484800;6633803155
53.79000;3764477;7319177309
85.28000;3738222;7273710452
79.99000;3327378;6230952472
0.00000;2023180;3414700057
972.85000;3682840;7154445074
27741.97000;739056;934609318
0.00000;3075088;5748912690
194.39000;2918285;5459559719
0.00000;3016667;5671212731
0.00000;1890771;3125934769
1159.90000;3522673;6742757461
140.88000;3689303;7169088969
12319.82000;3206509;5970922240
429.93000;2149693;3680633833
350.35000;3280945;6117379506
9.42000;3003352;5653999167
25902.36000;3166113;5916675376
195.80000;3389525;6402951455
16.26000;1801657;2927697581
612.89000;3322965;6218259443
0.00000;2946258;5520201277
35.04000;2852349;5332099526
67.50000;2862030;5348665126
19.55000;2800958;5199245338
6413.64000;1323353;2084428027
98.20000;2451585;4368822765
211.37000;3823155;7486260797
62743.97000;2398159;4264256901
7383.84000;3457718;6552294611
33399.39000;1124840;1804802079
4076.36000;3648451;7092636672
4691.86000;3637055;7072539517
16988.85000;3345277;6285584883
12887.31000;3642649;7081693639
2805.50000;1800924;2925644028
1474.47000;3572550;6888650325
22082.76000;3301502;6165996961
23992.02000;3697860;7183733843
43198.72000;3734719;7268184725
17934.61000;3567129;6878867992
13586.63000;3609639;6998788779
39.00000;3699189;7188556549
730.00000;3717100;7231614865
1562.10000;3775826;7344266869
70539.08000;3714095;7219067373
1447.53000;3747739;7285210181
910.00000;3753907;7298856951
16781.37000;2798131;5192762089
48451.29000;3433624;6499947201
215.57000;3236128;6031973565
530.00000;3674813;7135743438
2680.58000;3706001;7198878614
15.63000;3670536;7127831847
183.77000;3743021;7280219495
170.00000;3752551;7298313852
9023.80000;3735813;7268641139
12262.19000;3734323;7267156849
2900.67000;3728870;7253436324
92.84000;3727417;7251651907
3907.84000;3740942;7278159960
239.63000;3762531;7317588869
680.00000;3744967;7284352345
979.44000;3749937;7292045458
5038.15000;3740531;7278059593
230.00000;3745358;7284478209
427.60000;3747551;7285162075
2162.95000;3770080;7330950468
990.00000;3768739;7329148636
755.00000;3796506;7400422009
600.00000;3812551;7454308306
322.41000;2799262;5195686240
5464.08000;2864755;5355374383
1210.00000;3822754;7486005511
103.11000;3633008;7059411859
54.97000;3785531;7367978479
4374.15000;3800682;7416319940
710.61000;3792977;7392844684
460.00000;3803524;7429304691
76.75000;2035227;3443164111
30.00000;3824764;7493088251
20.00000;3755462;7304732093
10.00000;3807962;7439584969
34966.76000;73036;73298
7035.47000;1760617;2822326305
1072.58000;2342976;4108197327
10598.76000;2700648;4920465602
376.27000;2253730;3888378369
11046.34000;922193;1545814772
783.52000;2393318;4254557210
54.82000;1043070;1697932448
2734.63000;959594;1591972918
5363.94000;1231612;1944964060
1167.43000;1462047;2327430794
547.61000;1111877;1787623574
3792.20000;1157907;1853039283
59.01000;160091;161891
6252.67000;845311;1276077333
