"Commune","Code_postal","Departement","Code_INSEE"
"BOURG EN BRESSE",1000,"AIN",1053
"ST DENIS LES BOURG",1000,"AIN",1344
"BROU",1000,"AIN",1914
"AMAREINS",1090,"AIN",1003
"CESSEINS",1090,"AIN",1070
"AMAREINS FRANCHELEINS CES",1090,"AIN",1165
"GENOUILLEUX",1090,"AIN",1169
"GUEREINS",1090,"AIN",1183
"LURCY",1090,"AIN",1225
"MONTCEAUX",1090,"AIN",1258
"MONTMERLE SUR SAONE",1090,"AIN",1263
"APREMONT",1100,"AIN",1011
"ARBENT",1100,"AIN",1014
"BOUVENT",1100,"AIN",1055
"GEOVREISSET",1100,"AIN",1171
"OYONNAX",1100,"AIN",1283
"VEYZIAT",1100,"AIN",1440
"ARANC",1110,"AIN",1012
"BRENOD",1110,"AIN",1060
"CHAMPDOR",1110,"AIN",1080
"CORCELLES",1110,"AIN",1119
"CORLIER",1110,"AIN",1121
"CORMARANCHE EN BUGEY",1110,"AIN",1122
"HAUTEVILLE LOMPNES",1110,"AIN",1185
"HOSTIAS",1110,"AIN",1186
"THEZILLIEU",1110,"AIN",1417
"LA BOISSE",1120,"AIN",1049
"CORDIEUX",1120,"AIN",1120
"DAGNEUX",1120,"AIN",1142
"MONTLUEL",1120,"AIN",1262
"NIEVROZ",1120,"AIN",1276
"PIZAY",1120,"AIN",1297
"STE CROIX",1120,"AIN",1342
"THIL",1120,"AIN",1418
"JAILLEUX",1120,"AIN",1906
"LA LECHERE",1120,"AIN",1907
"RAPAN",1120,"AIN",1908
"CHANES",1120,"AIN",1910
"BELLEYDOUX",1130,"AIN",1035
"CHARIX",1130,"AIN",1087
"ECHALLON",1130,"AIN",1152
"GIRON",1130,"AIN",1174
"LALLEYRIAT",1130,"AIN",1204
"NANTUA",1130,"AIN",1269
"LES NEYROLLES",1130,"AIN",1274
"PLAGNE",1130,"AIN",1298
"LE POIZAT",1130,"AIN",1300
"ST GERMAIN DE JOUX",1130,"AIN",1357
"GARNERANS",1140,"AIN",1167
"ILLIAT",1140,"AIN",1188
"MOGNENEINS",1140,"AIN",1252
"PEYZIEUX SUR SAONE",1140,"AIN",1295
"ST DIDIER SUR CHALARONNE",1140,"AIN",1348
"ST ETIENNE SUR CHALARONNE",1140,"AIN",1351
"THOISSEY",1140,"AIN",1420
"VALEINS",1140,"AIN",1428
"BLYES",1150,"AIN",1047
"CHAZEY SUR AIN",1150,"AIN",1099
"LAGNIEU",1150,"AIN",1202
"LEYMENT",1150,"AIN",1213
"STE JULIE",1150,"AIN",1366
"ST SORLIN EN BUGEY",1150,"AIN",1386
"ST VULBAS",1150,"AIN",1390
"SAULT BRENAZ",1150,"AIN",1396
"SOUCLIN",1150,"AIN",1411
"VAUX EN BUGEY",1150,"AIN",1431
"VILLEBOIS",1150,"AIN",1444
"DRUILLAT",1160,"AIN",1151
"NEUVILLE SUR AIN",1160,"AIN",1273
"PONT D AIN",1160,"AIN",1304
"PRIAY",1160,"AIN",1314
"ST MARTIN DU MONT",1160,"AIN",1374
"LA TRANCLIERE",1160,"AIN",1425
"VARAMBON",1160,"AIN",1430
"CESSY",1170,"AIN",1071
"CHEVRY",1170,"AIN",1103
"CROZET",1170,"AIN",1135
"ECHENEVEX",1170,"AIN",1153
"GEX",1170,"AIN",1173
"MIJOUX",1170,"AIN",1247
"SEGNY",1170,"AIN",1399
"VESANCY",1170,"AIN",1436
"ARBIGNY",1190,"AIN",1016
"BOISSEY",1190,"AIN",1050
"BOZ",1190,"AIN",1057
"CHAVANNES SUR REYSSOUZE",1190,"AIN",1094
"CHEVROUX",1190,"AIN",1102
"GORREVOD",1190,"AIN",1175
"OZAN",1190,"AIN",1284
"PONT DE VAUX",1190,"AIN",1305
"REYSSOUZE",1190,"AIN",1323
"ST BENIGNE",1190,"AIN",1337
"ST ETIENNE SUR REYSSOUZE",1190,"AIN",1352
"SERMOYER",1190,"AIN",1402
"BELLEGARDE SUR VALSERINE",1200,"AIN",1033
"BILLIAT",1200,"AIN",1044
"CHATILLON EN MICHAILLE",1200,"AIN",1091
"CHEZERY FORENS",1200,"AIN",1104
"CONFORT",1200,"AIN",1114
"CRAZ EN MICHAILLE",1200,"AIN",1131
"INJOUX GENISSIAT",1200,"AIN",1189
"LANCRANS",1200,"AIN",1205
"LEAZ",1200,"AIN",1209
"MONTANGES",1200,"AIN",1257
"OCHIAZ",1200,"AIN",1278
"VILLES",1200,"AIN",1448
"VOUVRAY",1200,"AIN",1458
"ELOISE",1200,"AIN",74109
"ST GERMAIN SUR RHONE",1200,"AIN",74235
"FERNEY VOLTAIRE",1210,"AIN",1160
"ORNEX",1210,"AIN",1281
"VERSONNEX",1210,"AIN",1435
"DIVONNE LES BAINS",1220,"AIN",1143
"GRILLY",1220,"AIN",1180
"SAUVERNY",1220,"AIN",1397
"ARANDAS",1230,"AIN",1013
"ARGIS",1230,"AIN",1017
"CHALEY",1230,"AIN",1076
"CLEYZIEU",1230,"AIN",1107
"CONAND",1230,"AIN",1111
"EVOSGES",1230,"AIN",1155
"NIVOLLET MONTGRIFFON",1230,"AIN",1277
"ONCIEU",1230,"AIN",1279
"ST RAMBERT EN BUGEY",1230,"AIN",1384
"TENAY",1230,"AIN",1416
"TORCIEU",1230,"AIN",1421
"CERTINES",1240,"AIN",1069
"LA CHAPELLE DU CHATELARD",1240,"AIN",1085
"DOMPIERRE SUR VEYLE",1240,"AIN",1145
"LENT",1240,"AIN",1211
"MARLIEUX",1240,"AIN",1235
"ST ANDRE LE BOUCHOUX",1240,"AIN",1335
"ST ANDRE SUR VIEUX JONC",1240,"AIN",1336
"ST GERMAIN SUR RENON",1240,"AIN",1359
"ST PAUL DE VARAX",1240,"AIN",1383
"SERVAS",1240,"AIN",1405
"BOHAS",1250,"AIN",1048
"CEYZERIAT",1250,"AIN",1072
"CHAVANNES SUR SURAN",1250,"AIN",1095
"CIZE",1250,"AIN",1106
"CORVEISSIAT",1250,"AIN",1125
"DROM",1250,"AIN",1150
"GERMAGNAT",1250,"AIN",1172
"GRAND CORENT",1250,"AIN",1177
"HAUTECOURT ROMANECHE",1250,"AIN",1184
"JASSERON",1250,"AIN",1195
"JOURNANS",1250,"AIN",1197
"BOHAS MEYRIAT RIGNAT",1250,"AIN",1245
"MONTAGNAT",1250,"AIN",1254
"POUILLAT",1250,"AIN",1309
"RAMASSE",1250,"AIN",1317
"REVONNAS",1250,"AIN",1321
"RIGNAT",1250,"AIN",1324
"ROMANECHE",1250,"AIN",1327
"ST JUST",1250,"AIN",1369
"SIMANDRE SUR SURAN",1250,"AIN",1408
"TOSSIAT",1250,"AIN",1422
"VILLEREVERSURE",1250,"AIN",1447
"BELMONT LUTHEZIEU",1260,"AIN",1036
"BRENAZ",1260,"AIN",1059
"CHAMPAGNE EN VALROMEY",1260,"AIN",1079
"CHARANCIN",1260,"AIN",1086
"FITIGNIEU",1260,"AIN",1161
"LE GRAND ABERGEMENT",1260,"AIN",1176
"HOTONNES",1260,"AIN",1187
"LILIGNOD",1260,"AIN",1217
"LOCHIEU",1260,"AIN",1218
"LOMPNIEU",1260,"AIN",1221
"LUTHEZIEU",1260,"AIN",1226
"PASSIN",1260,"AIN",1287
"LE PETIT ABERGEMENT",1260,"AIN",1292
"RUFFIEU",1260,"AIN",1330
"SONGIEU",1260,"AIN",1409
"SUTRIEU",1260,"AIN",1414
"VIEU",1260,"AIN",1442
"VIRIEU LE PETIT",1260,"AIN",1453
"BEAUPONT",1270,"AIN",1029
"COLIGNY",1270,"AIN",1108
"DOMSURE",1270,"AIN",1147
"PIRAJOUX",1270,"AIN",1296
"SALAVRE",1270,"AIN",1391
"VERJON",1270,"AIN",1432
"VILLEMOTIER",1270,"AIN",1445
"MOENS",1280,"AIN",1251
"PREVESSIN MOENS",1280,"AIN",1313
"BEY",1290,"AIN",1042
"BIZIAT",1290,"AIN",1046
"CORMORANCHE SUR SAONE",1290,"AIN",1123
"CRUZILLES LES MEPILLAT",1290,"AIN",1136
"GRIEGES",1290,"AIN",1179
"LAIZ",1290,"AIN",1203
"PONT DE VEYLE",1290,"AIN",1306
"ST ANDRE D HUIRIAT",1290,"AIN",1334
"ST JEAN SUR VEYLE",1290,"AIN",1365
"AMBLEON",1300,"AIN",1006
"ANDERT ET CONDON",1300,"AIN",1009
"ARBIGNIEU",1300,"AIN",1015
"BELLEY",1300,"AIN",1034
"BREGNIER CORDON",1300,"AIN",1058
"BRENS",1300,"AIN",1061
"CHAZEY BONS",1300,"AIN",1098
"COLOMIEU",1300,"AIN",1110
"CONTREVOZ",1300,"AIN",1116
"CONZIEU",1300,"AIN",1117
"CUZIEU",1300,"AIN",1141
"IZIEU",1300,"AIN",1193
"MAGNIEU",1300,"AIN",1227
"MARIGNIEU",1300,"AIN",1234
"MASSIGNIEU DE RIVES",1300,"AIN",1239
"MURS ET GELIGNIEUX",1300,"AIN",1268
"NATTAGES",1300,"AIN",1271
"PARVES",1300,"AIN",1286
"PEYRIEU",1300,"AIN",1294
"PREMEYZEL",1300,"AIN",1310
"ST BENOIT",1300,"AIN",1338
"ST BOIS",1300,"AIN",1340
"ST CHAMP",1300,"AIN",1341
"ST GERMAIN LES PAROISSES",1300,"AIN",1358
"VIRIGNIN",1300,"AIN",1454
"BUELLAS",1310,"AIN",1065
"CONFRANCON",1310,"AIN",1115
"CURTAFOND",1310,"AIN",1140
"MONTCET",1310,"AIN",1259
"MONTRACOL",1310,"AIN",1264
"POLLIAT",1310,"AIN",1301
"ST MARTIN LE CHATEL",1310,"AIN",1375
"ST REMY",1310,"AIN",1385
"CORGENON",1310,"AIN",1904
"CHALAMONT",1320,"AIN",1074
"CHATENAY",1320,"AIN",1090
"CHATILLON LA PALUD",1320,"AIN",1092
"CRANS",1320,"AIN",1129
"ST NIZIER LE DESERT",1320,"AIN",1381
"VILLETTE SUR AIN",1320,"AIN",1449
"AMBERIEUX EN DOMBES",1330,"AIN",1005
"BIRIEUX",1330,"AIN",1045
"BOULIGNEUX",1330,"AIN",1052
"LAPEYROUSE",1330,"AIN",1207
"LE PLANTAY",1330,"AIN",1299
"STE OLIVE",1330,"AIN",1382
"VERSAILLEUX",1330,"AIN",1434
"VILLARS LES DOMBES",1330,"AIN",1443
"ATTIGNAT",1340,"AIN",1024
"BEREZIAT",1340,"AIN",1040
"CRAS SUR REYSSOUZE",1340,"AIN",1130
"ETREZ",1340,"AIN",1154
"FOISSIAT",1340,"AIN",1163
"JAYAT",1340,"AIN",1196
"MALAFRETAZ",1340,"AIN",1229
"MARSONNAS",1340,"AIN",1236
"MONTREVEL EN BRESSE",1340,"AIN",1266
"ST DIDIER D AUSSIAT",1340,"AIN",1346
"ST SULPICE",1340,"AIN",1387
"ANGLEFORT",1350,"AIN",1010
"BEON",1350,"AIN",1039
"CEYZERIEU",1350,"AIN",1073
"CRESSIN ROCHEFORT",1350,"AIN",1133
"CULOZ",1350,"AIN",1138
"FLAXIEU",1350,"AIN",1162
"LAVOURS",1350,"AIN",1208
"POLLIEU",1350,"AIN",1302
"VONGNES",1350,"AIN",1456
"BALAN",1360,"AIN",1027
"BELIGNEUX",1360,"AIN",1032
"BRESSOLLES",1360,"AIN",1062
"LOYETTES",1360,"AIN",1224
"CAMP DE LA VALBONNE",1360,"AIN",1900
"LA VALBONNE",1360,"AIN",1909
"BENY",1370,"AIN",1038
"COURMANGOUX",1370,"AIN",1127
"CUISIAT",1370,"AIN",1137
"MEILLONNAS",1370,"AIN",1241
"PRESSIAT",1370,"AIN",1312
"ST ETIENNE DU BOIS",1370,"AIN",1350
"TREFFORT CUISIAT",1370,"AIN",1426
"BAGE LA VILLE",1380,"AIN",1025
"BAGE LE CHATEL",1380,"AIN",1026
"DOMMARTIN",1380,"AIN",1144
"ST ANDRE DE BAGE",1380,"AIN",1332
"ST CYR SUR MENTHON",1380,"AIN",1343
"ST GENIS SUR MENTHON",1380,"AIN",1355
"CIVRIEUX",1390,"AIN",1105
"MIONNAY",1390,"AIN",1248
"MONTHIEUX",1390,"AIN",1261
"RANCE",1390,"AIN",1318
"ST ANDRE DE CORCY",1390,"AIN",1333
"ST JEAN DE THURIGNEUX",1390,"AIN",1362
"ST MARCEL",1390,"AIN",1371
"TRAMOYES",1390,"AIN",1424
"L ABERGEMENT CLEMENCIAT",1400,"AIN",1001
"CHANOZ CHATENAY",1400,"AIN",1084
"CHATILLON SUR CHALARONNE",1400,"AIN",1093
"CONDEISSIAT",1400,"AIN",1113
"DOMPIERRE SUR CHALARONNE",1400,"AIN",1146
"NEUVILLE LES DAMES",1400,"AIN",1272
"ROMANS",1400,"AIN",1328
"ST GEORGES SUR RENON",1400,"AIN",1356
"SANDRANS",1400,"AIN",1393
"SULIGNAT",1400,"AIN",1412
"CHAMPFROMIER",1410,"AIN",1081
"LELEX",1410,"AIN",1210
"CHANAY",1420,"AIN",1082
"CORBONOD",1420,"AIN",1118
"LHOPITAL",1420,"AIN",1215
"SEYSSEL",1420,"AIN",1407
"SURJOUX",1420,"AIN",1413
"CEIGNES",1430,"AIN",1067
"CHEVILLARD",1430,"AIN",1101
"CONDAMINE",1430,"AIN",1112
"IZENAVE",1430,"AIN",1191
"LANTENAY",1430,"AIN",1206
"MAILLAT",1430,"AIN",1228
"OUTRIAZ",1430,"AIN",1282
"PEYRIAT",1430,"AIN",1293
"ST MARTIN DU FRENE",1430,"AIN",1373
"VIEU D IZENAVE",1430,"AIN",1441
"VIRIAT",1440,"AIN",1451
"BOLOZON",1450,"AIN",1051
"CERDON",1450,"AIN",1068
"CHALLES",1450,"AIN",1077
"LABALME",1450,"AIN",1200
"LEYSSARD",1450,"AIN",1214
"MERIGNAT",1450,"AIN",1242
"PONCIN",1450,"AIN",1303
"ST ALBAN",1450,"AIN",1331
"SERRIERES SUR AIN",1450,"AIN",1404
"BRION",1460,"AIN",1063
"GEOVREISSIAT",1460,"AIN",1170
"MONTREAL LA CLUSE",1460,"AIN",1265
"NURIEUX VOLOGNAT",1460,"AIN",1267
"PORT",1460,"AIN",1307
"VOLOGNAT",1460,"AIN",1455
"BENONCES",1470,"AIN",1037
"BRIORD",1470,"AIN",1064
"MONTAGNIEU",1470,"AIN",1255
"SEILLONNAZ",1470,"AIN",1400
"SERRIERES DE BRIORD",1470,"AIN",1403
"ARS SUR FORMANS",1480,"AIN",1021
"BEAUREGARD",1480,"AIN",1030
"CHALEINS",1480,"AIN",1075
"FAREINS",1480,"AIN",1157
"FRANS",1480,"AIN",1166
"JASSANS RIOTTIER",1480,"AIN",1194
"MESSIMY SUR SAONE",1480,"AIN",1243
"SAVIGNEUX",1480,"AIN",1398
"VILLENEUVE",1480,"AIN",1446
"AMBERIEU EN BUGEY",1500,"AIN",1004
"AMBRONAY",1500,"AIN",1007
"AMBUTRIX",1500,"AIN",1008
"BETTANT",1500,"AIN",1041
"CHATEAU GAILLARD",1500,"AIN",1089
"DOUVRES",1500,"AIN",1149
"ST DENIS EN BUGEY",1500,"AIN",1345
"ST MAURICE DE REMENS",1500,"AIN",1379
"ARMIX",1510,"AIN",1019
"ARTEMARE",1510,"AIN",1022
"LA BURBANCHE",1510,"AIN",1066
"CHAVORNAY",1510,"AIN",1097
"CHEIGNIEU LA BALME",1510,"AIN",1100
"ORDONNAZ",1510,"AIN",1280
"PREMILLIEU",1510,"AIN",1311
"PUGIEU",1510,"AIN",1316
"ROSSILLON",1510,"AIN",1329
"ST MARTIN DE BAVEL",1510,"AIN",1372
"TALISSIEU",1510,"AIN",1415
"VIRIEU LE GRAND",1510,"AIN",1452
"PERREX",1540,"AIN",1291
"ST JULIEN SUR VEYLE",1540,"AIN",1368
"VONNAS",1540,"AIN",1457
"COLLONGES",1550,"AIN",1109
"FARGES",1550,"AIN",1158
"POUGNY",1550,"AIN",1308
"CORMOZ",1560,"AIN",1124
"COURTES",1560,"AIN",1128
"CURCIAT DONGALON",1560,"AIN",1139
"LESCHEROUX",1560,"AIN",1212
"MANTENAY MONTLIN",1560,"AIN",1230
"ST JEAN SUR REYSSOUZE",1560,"AIN",1364
"ST JULIEN SUR REYSSOUZE",1560,"AIN",1367
"ST NIZIER LE BOUCHOUX",1560,"AIN",1380
"ST TRIVIER DE COURTES",1560,"AIN",1388
"SERVIGNAT",1560,"AIN",1406
"VERNOUX",1560,"AIN",1433
"VESCOURS",1560,"AIN",1437
"ASNIERES SUR SAONE",1570,"AIN",1023
"FEILLENS",1570,"AIN",1159
"MANZIAT",1570,"AIN",1231
"VESINES",1570,"AIN",1439
"GRANGES",1580,"AIN",1178
"IZERNORE",1580,"AIN",1192
"MATAFELON GRANGES",1580,"AIN",1240
"NAPT",1580,"AIN",1270
"SAMOGNAT",1580,"AIN",1392
"SONTHONNAX LA MONTAGNE",1580,"AIN",1410
"DORTAN",1590,"AIN",1148
"CHANCIA",1590,"AIN",39102
"LAVANCIA EPERCY",1590,"AIN",39283
"MASSIEUX",1600,"AIN",1238
"MISERIEUX",1600,"AIN",1250
"PARCIEUX",1600,"AIN",1285
"REYRIEUX",1600,"AIN",1322
"ST BERNARD",1600,"AIN",1339
"ST DIDIER DE FORMANS",1600,"AIN",1347
"STE EUPHEMIE",1600,"AIN",1353
"TOUSSIEUX",1600,"AIN",1423
"TREVOUX",1600,"AIN",1427
"CROTTET",1620,"AIN",1134
"REPLONGES",1620,"AIN",1320
"ST LAURENT SUR SAONE",1620,"AIN",1370
"CHALLEX",1630,"AIN",1078
"PERON",1630,"AIN",1288
"ST GENIS POUILLY",1630,"AIN",1354
"ST JEAN DE GONVILLE",1630,"AIN",1360
"SERGY",1630,"AIN",1401
"CERN SITE DE PREVESSIN",1630,"AIN",1913
"L ABERGEMENT DE VAREY",1640,"AIN",1002
"BOYEUX ST JEROME",1640,"AIN",1056
"JUJURIEUX",1640,"AIN",1199
"ST JEAN LE VIEUX",1640,"AIN",1363
"CHAVEYRIAT",1660,"AIN",1096
"MEZERIAT",1660,"AIN",1246
"VANDEINS",1660,"AIN",1429
"GROSLEE",1680,"AIN",1182
"INNIMOND",1680,"AIN",1190
"LHUIS",1680,"AIN",1216
"LOMPNAS",1680,"AIN",1219
"MARCHAMP",1680,"AIN",1233
"BEYNOST",1700,"AIN",1043
"MIRIBEL",1700,"AIN",1249
"NEYRON",1700,"AIN",1275
"ST MAURICE DE BEYNOST",1700,"AIN",1376
"LE MAS RILLIER",1700,"AIN",1912
"LES ECHETS",1700,"AIN",1915
"THOIRY",1710,"AIN",1419
"BOURG ST CHRISTOPHE",1800,"AIN",1054
"CHARNOZ SUR AIN",1800,"AIN",1088
"FARAMANS",1800,"AIN",1156
"JOYEUX",1800,"AIN",1198
"LOYES",1800,"AIN",1223
"MEXIMIEUX",1800,"AIN",1244
"MOLLON",1800,"AIN",1253
"LE MONTELLIER",1800,"AIN",1260
"PEROUGES",1800,"AIN",1290
"RIGNIEUX LE FRANC",1800,"AIN",1325
"ST ELOI",1800,"AIN",1349
"ST JEAN DE NIOST",1800,"AIN",1361
"ST MAURICE DE GOURDANS",1800,"AIN",1378
"VILLIEU LOYES MOLLON",1800,"AIN",1450
"MARFOZ",1800,"AIN",1911
"BELLIGNAT",1810,"AIN",1031
"GROISSIAT",1810,"AIN",1181
"MARTIGNAT",1810,"AIN",1237
"MARBOZ",1851,"AIN",1232
"PERONNAS",1960,"AIN",1289
"BANEINS",1990,"AIN",1028
"CHANEINS",1990,"AIN",1083
"RELEVANT",1990,"AIN",1319
"ST TRIVIER SUR MOIGNANS",1990,"AIN",1389
"AULNOIS SOUS LAON",2000,"AISNE",2037
"BARENTON BUGNY",2000,"AISNE",2046
"BARENTON CEL",2000,"AISNE",2047
"BOURGIGNON SOUS MONTBAVIN",2000,"AISNE",2108
"BRAYE EN LAONNOIS",2000,"AISNE",2115
"CHAILLEVOIS",2000,"AISNE",2155
"CHAMBRY",2000,"AISNE",2157
"CHAVIGNON",2000,"AISNE",2174
"CHERY LES POUILLY",2000,"AISNE",2180
"CHEVREGNY",2000,"AISNE",2183
"CHIVY LES ETOUVELLES",2000,"AISNE",2191
"CLACY ET THIERRET",2000,"AISNE",2196
"ETOUVELLES",2000,"AISNE",2294
"FILAIN",2000,"AISNE",2311
"LANISCOURT",2000,"AISNE",2407
"LAON",2000,"AISNE",2408
"MERLIEUX ET FOUQUEROLLES",2000,"AISNE",2478
"MOLINCHART",2000,"AISNE",2489
"MONAMPTEUIL",2000,"AISNE",2490
"MONS EN LAONNOIS",2000,"AISNE",2497
"MONTBAVIN",2000,"AISNE",2499
"PARGNY FILAIN",2000,"AISNE",2589
"ROYAUCOURT ET CHAILVET",2000,"AISNE",2661
"URCEL",2000,"AISNE",2755
"VAUCELLES ET BEFFECOURT",2000,"AISNE",2765
"VERNEUIL SUR SERRE",2000,"AISNE",2787
"ESSIGNY LE PETIT",2100,"AISNE",2288
"FAYET",2100,"AISNE",2303
"GRICOURT",2100,"AISNE",2355
"HARLY",2100,"AISNE",2371
"LESDINS",2100,"AISNE",2420
"MORCOURT",2100,"AISNE",2525
"NEUVILLE ST AMAND",2100,"AISNE",2549
"OMISSY",2100,"AISNE",2571
"REMAUCOURT",2100,"AISNE",2637
"ROUVROY",2100,"AISNE",2659
"ST QUENTIN",2100,"AISNE",2691
"AISONVILLE ET BERNOVILLE",2110,"AISNE",2006
"BEAUREVOIR",2110,"AISNE",2057
"BECQUIGNY",2110,"AISNE",2061
"BOHAIN EN VERMANDOIS",2110,"AISNE",2095
"BRANCOURT LE GRAND",2110,"AISNE",2112
"CROIX FONSOMMES",2110,"AISNE",2240
"ETAVES ET BOCQUIAUX",2110,"AISNE",2293
"FIEULAINE",2110,"AISNE",2310
"FONSOMMES",2110,"AISNE",2319
"FONTAINE NOTRE DAME",2110,"AISNE",2322
"FONTAINE UTERTE",2110,"AISNE",2323
"GROUGIS",2110,"AISNE",2358
"MOLAIN",2110,"AISNE",2488
"MONTBREHAIN",2110,"AISNE",2500
"MONTIGNY EN ARROUAISE",2110,"AISNE",2511
"PREMONT",2110,"AISNE",2618
"RAMICOURT",2110,"AISNE",2635
"RIBEAUVILLE",2110,"AISNE",2647
"ST MARTIN RIVIERE",2110,"AISNE",2683
"SEBONCOURT",2110,"AISNE",2703
"SERAIN",2110,"AISNE",2709
"LA VALLEE MULATRE",2110,"AISNE",2760
"VAUX ANDIGNY",2110,"AISNE",2769
"AUDIGNY",2120,"AISNE",2035
"BERNOT",2120,"AISNE",2070
"CHIGNY",2120,"AISNE",2188
"COLONFAY",2120,"AISNE",2206
"CRUPILLY",2120,"AISNE",2244
"FLAVIGNY LE GRAND ET BEAU",2120,"AISNE",2313
"GUISE",2120,"AISNE",2361
"HAUTEVILLE",2120,"AISNE",2376
"LE HERIE LA VIEVILLE",2120,"AISNE",2379
"LANDIFAY ET BERTAIGNEMONT",2120,"AISNE",2403
"LESQUIELLES ST GERMAIN",2120,"AISNE",2422
"LONGCHAMPS",2120,"AISNE",2437
"MACQUIGNY",2120,"AISNE",2450
"MALZY",2120,"AISNE",2455
"MARLY GOMONT",2120,"AISNE",2469
"MONCEAU SUR OISE",2120,"AISNE",2494
"NOYALES",2120,"AISNE",2563
"PROISY",2120,"AISNE",2624
"PROIX",2120,"AISNE",2625
"PUISIEUX ET CLANLIEU",2120,"AISNE",2629
"ROMERY",2120,"AISNE",2654
"SAINS RICHAUMONT",2120,"AISNE",2668
"TUPIGNY",2120,"AISNE",2753
"VADENCOURT",2120,"AISNE",2757
"GRAND VERLY",2120,"AISNE",2783
"VILLERS LES GUISE",2120,"AISNE",2814
"WIEGE FATY",2120,"AISNE",2832
"ARCY STE RESTITUE",2130,"AISNE",2022
"BEUVARDES",2130,"AISNE",2083
"BRANGES",2130,"AISNE",2113
"BRUYERES SUR FERE",2130,"AISNE",2127
"CIERGES",2130,"AISNE",2193
"COHAN",2130,"AISNE",2202
"COULONGES COHAN",2130,"AISNE",2220
"COURMONT",2130,"AISNE",2227
"CRAMAILLE",2130,"AISNE",2233
"DRAVEGNY",2130,"AISNE",2271
"FERE EN TARDENOIS",2130,"AISNE",2305
"FRESNES EN TARDENOIS",2130,"AISNE",2332
"GOUSSANCOURT",2130,"AISNE",2351
"LOUPEIGNE",2130,"AISNE",2442
"MAREUIL EN DOLE",2130,"AISNE",2462
"RONCHERES",2130,"AISNE",2655
"SAPONAY",2130,"AISNE",2699
"SERGY",2130,"AISNE",2712
"SERINGES ET NESLES",2130,"AISNE",2713
"VEZILLY",2130,"AISNE",2794
"VILLENEUVE SUR FERE",2130,"AISNE",2806
"VILLERS AGRON AIGUIZY",2130,"AISNE",2809
"VILLERS SUR FERE",2130,"AISNE",2816
"BANCIGNY",2140,"AISNE",2044
"LA BOUTEILLE",2140,"AISNE",2109
"BRAYE EN THIERACHE",2140,"AISNE",2116
"BURELLES",2140,"AISNE",2136
"DAGNY LAMBERCY",2140,"AISNE",2256
"FONTAINE LES VERVINS",2140,"AISNE",2321
"FRANQUEVILLE",2140,"AISNE",2331
"GERCY",2140,"AISNE",2341
"GRONARD",2140,"AISNE",2357
"HARCIGNY",2140,"AISNE",2369
"HARY",2140,"AISNE",2373
"HAUTION",2140,"AISNE",2377
"HOURY",2140,"AISNE",2384
"JEANTES",2140,"AISNE",2391
"LAIGNY",2140,"AISNE",2401
"LANDOUZY LA COUR",2140,"AISNE",2404
"LANDOUZY LA VILLE",2140,"AISNE",2405
"LEME",2140,"AISNE",2416
"LUGNY",2140,"AISNE",2444
"MARFONTAINE",2140,"AISNE",2463
"NAMPCELLES LA COUR",2140,"AISNE",2535
"PLOMION",2140,"AISNE",2608
"PRISCES",2140,"AISNE",2623
"ROGNY",2140,"AISNE",2652
"ROUGERIES",2140,"AISNE",2657
"ST GOBERT",2140,"AISNE",2681
"ST PIERRE LES FRANQUEVILL",2140,"AISNE",2688
"LE SOURD",2140,"AISNE",2731
"THENAILLES",2140,"AISNE",2740
"LA VALLEE AU BLE",2140,"AISNE",2759
"VERVINS",2140,"AISNE",2789
"VOHARIES",2140,"AISNE",2823
"VOULPAIX",2140,"AISNE",2826
"LAPPION",2150,"AISNE",2409
"NIZY LE COMTE",2150,"AISNE",2553
"LA SELVE",2150,"AISNE",2705
"SISSONNE",2150,"AISNE",2720
"BARBONVAL",2160,"AISNE",2045
"BEAURIEUX",2160,"AISNE",2058
"BLANZY LES FISMES",2160,"AISNE",2091
"BOUFFIGNEREUX",2160,"AISNE",2104
"BOURG ET COMIN",2160,"AISNE",2106
"CHAUDARDES",2160,"AISNE",2171
"CONCEVREUX",2160,"AISNE",2208
"CRAONNE",2160,"AISNE",2234
"CRAONNELLE",2160,"AISNE",2235
"CUIRY LES CHAUDARDES",2160,"AISNE",2250
"CUISSY ET GENY",2160,"AISNE",2252
"GERNICOURT",2160,"AISNE",2344
"GLENNES",2160,"AISNE",2348
"GUYENCOURT",2160,"AISNE",2364
"JUMIGNY",2160,"AISNE",2396
"LONGUEVAL BARBONVAL",2160,"AISNE",2439
"MAIZY",2160,"AISNE",2453
"MERVAL",2160,"AISNE",2479
"MEURIVAL",2160,"AISNE",2482
"MOULINS",2160,"AISNE",2530
"MOUSSY VERNEUIL",2160,"AISNE",2531
"MUSCOURT",2160,"AISNE",2534
"OEUILLY",2160,"AISNE",2565
"OULCHES LA VALLEE FOULON",2160,"AISNE",2578
"PAISSY",2160,"AISNE",2582
"PARGNAN",2160,"AISNE",2588
"PERLES",2160,"AISNE",2597
"PONT ARCY",2160,"AISNE",2612
"PONTAVERT",2160,"AISNE",2613
"REVILLON",2160,"AISNE",2646
"ROUCY",2160,"AISNE",2656
"SERVAL",2160,"AISNE",2715
"SOUPIR",2160,"AISNE",2730
"VASSOGNE",2160,"AISNE",2764
"VAUXCERE",2160,"AISNE",2771
"VENDRESSE BEAULNE",2160,"AISNE",2778
"VIEL ARCY",2160,"AISNE",2797
