"Commune","Code_postal","Departement","Code_INSEE"
"MOSSET",66500,"PYRENEES ORIENTALES",66119
"NOHEDES",66500,"PYRENEES ORIENTALES",66122
"PRADES",66500,"PYRENEES ORIENTALES",66149
"RIA SIRACH",66500,"PYRENEES ORIENTALES",66161
"TAURINYA",66500,"PYRENEES ORIENTALES",66204
"URBANYA",66500,"PYRENEES ORIENTALES",66219
"VILLEFRANCHE DE CONFLENT",66500,"PYRENEES ORIENTALES",66223
"ST HIPPOLYTE",66510,"PYRENEES ORIENTALES",66176
"CLAIRA",66530,"PYRENEES ORIENTALES",66050
"BAHO",66540,"PYRENEES ORIENTALES",66012
"CORNEILLA LA RIVIERE",66550,"PYRENEES ORIENTALES",66058
"ORTAFFA",66560,"PYRENEES ORIENTALES",66129
"CALCE",66600,"PYRENEES ORIENTALES",66030
"CASES DE PENE",66600,"PYRENEES ORIENTALES",66041
"ESPIRA DE L AGLY",66600,"PYRENEES ORIENTALES",66069
"OPOUL PERILLOS",66600,"PYRENEES ORIENTALES",66127
"PERILLOS",66600,"PYRENEES ORIENTALES",66135
"PEYRESTORTES",66600,"PYRENEES ORIENTALES",66138
"RIVESALTES",66600,"PYRENEES ORIENTALES",66164
"SALSES LE CHATEAU",66600,"PYRENEES ORIENTALES",66190
"VINGRAU",66600,"PYRENEES ORIENTALES",66231
"VILLENEUVE LA RIVIERE",66610,"PYRENEES ORIENTALES",66228
"BROUILLA",66620,"PYRENEES ORIENTALES",66026
"BANYULS SUR MER",66650,"PYRENEES ORIENTALES",66016
"PORT VENDRES",66660,"PYRENEES ORIENTALES",66148
"BAGES",66670,"PYRENEES ORIENTALES",66011
"CANOHES",66680,"PYRENEES ORIENTALES",66038
"PALAU DEL VIDRE",66690,"PYRENEES ORIENTALES",66133
"ST ANDRE",66690,"PYRENEES ORIENTALES",66168
"SOREDE",66690,"PYRENEES ORIENTALES",66196
"ARGELES SUR MER",66700,"PYRENEES ORIENTALES",66008
"ARGELES PLAGE",66700,"PYRENEES ORIENTALES",66910
"BELESTA",66720,"PYRENEES ORIENTALES",66019
"CARAMANY",66720,"PYRENEES ORIENTALES",66039
"CASSAGNES",66720,"PYRENEES ORIENTALES",66042
"LANSAC",66720,"PYRENEES ORIENTALES",66092
"LATOUR DE FRANCE",66720,"PYRENEES ORIENTALES",66096
"MONTNER",66720,"PYRENEES ORIENTALES",66118
"PLANEZES",66720,"PYRENEES ORIENTALES",66143
"RASIGUERES",66720,"PYRENEES ORIENTALES",66158
"TAUTAVEL",66720,"PYRENEES ORIENTALES",66205
"CAMPOUSSY",66730,"PYRENEES ORIENTALES",66035
"FELLUNS",66730,"PYRENEES ORIENTALES",66076
"PEZILLA DE CONFLENT",66730,"PYRENEES ORIENTALES",66139
"PRATS DE SOURNIA",66730,"PYRENEES ORIENTALES",66151
"RABOUILLET",66730,"PYRENEES ORIENTALES",66156
"SOURNIA",66730,"PYRENEES ORIENTALES",66198
"LE VIVIER",66730,"PYRENEES ORIENTALES",66234
"LAROQUE DES ALBERES",66740,"PYRENEES ORIENTALES",66093
"MONTESQUIEU DES ALBERES",66740,"PYRENEES ORIENTALES",66115
"ST GENIS DES FONTAINES",66740,"PYRENEES ORIENTALES",66175
"VILLELONGUE DELS MONTS",66740,"PYRENEES ORIENTALES",66225
"ST CYPRIEN",66750,"PYRENEES ORIENTALES",66171
"ST CYPRIEN PLAGE",66750,"PYRENEES ORIENTALES",66930
"ANGOUSTRINE VILLENEUVE DE",66760,"PYRENEES ORIENTALES",66005
"BOURG MADAME",66760,"PYRENEES ORIENTALES",66025
"CALDEGAS",66760,"PYRENEES ORIENTALES",66031
"DORRES",66760,"PYRENEES ORIENTALES",66062
"ENVEITG",66760,"PYRENEES ORIENTALES",66066
"LATOUR DE CAROL",66760,"PYRENEES ORIENTALES",66095
"PORTA",66760,"PYRENEES ORIENTALES",66146
"PORTE PUYMORENS",66760,"PYRENEES ORIENTALES",66147
"UR",66760,"PYRENEES ORIENTALES",66218
"VILLENEUVE DES ESCALDES",66760,"PYRENEES ORIENTALES",66229
"ERR",66800,"PYRENEES ORIENTALES",66067
"ESTAVAR",66800,"PYRENEES ORIENTALES",66072
"EYNE",66800,"PYRENEES ORIENTALES",66075
"LLO",66800,"PYRENEES ORIENTALES",66100
"SAILLAGOUSE",66800,"PYRENEES ORIENTALES",66167
"STE LEOCADIE",66800,"PYRENEES ORIENTALES",66181
"CASTEIL",66820,"PYRENEES ORIENTALES",66043
"CORNEILLA DE CONFLENT",66820,"PYRENEES ORIENTALES",66057
"FILLOLS",66820,"PYRENEES ORIENTALES",66078
"FUILLA",66820,"PYRENEES ORIENTALES",66085
"VERNET LES BAINS",66820,"PYRENEES ORIENTALES",66222
"STRASBOURG",67000,"BAS RHIN",67482
"DAMBACH",67110,"BAS RHIN",67083
"EBERBACH WOERTH",67110,"BAS RHIN",67114
"GRIESBACH",67110,"BAS RHIN",67170
"GUMBRECHTSHOFFEN",67110,"BAS RHIN",67174
"GUNDERSHOFFEN",67110,"BAS RHIN",67176
"NEHWILLER",67110,"BAS RHIN",67316
"NIEDERBRONN LES BAINS",67110,"BAS RHIN",67324
"OBERBRONN",67110,"BAS RHIN",67340
"REICHSHOFFEN",67110,"BAS RHIN",67388
"UTTENHOFFEN",67110,"BAS RHIN",67502
"WINDSTEIN",67110,"BAS RHIN",67536
"ZINSWILLER",67110,"BAS RHIN",67558
"JAEGERTHAL",67110,"BAS RHIN",67918
"NEUNHOFFEN",67110,"BAS RHIN",67923
"SCHIRLENHOF",67110,"BAS RHIN",67932
"BREUSCHWICKERSHEIM",67112,"BAS RHIN",67065
"BLAESHEIM",67113,"BAS RHIN",67049
"ESCHAU",67114,"BAS RHIN",67131
"PLOBSHEIM",67115,"BAS RHIN",67378
"REICHSTETT",67116,"BAS RHIN",67389
"DOSSENHEIM KOCHERSBERG",67117,"BAS RHIN",67102
"FESSENHEIM LE BAS",67117,"BAS RHIN",67138
"FURDENHEIM",67117,"BAS RHIN",67150
"HANDSCHUHEIM",67117,"BAS RHIN",67181
"HURTIGHEIM",67117,"BAS RHIN",67214
"ITTENHEIM",67117,"BAS RHIN",67226
"QUATZENHEIM",67117,"BAS RHIN",67382
"ALTORF",67120,"BAS RHIN",67008
"AVOLSHEIM",67120,"BAS RHIN",67016
"DACHSTEIN",67120,"BAS RHIN",67080
"DORLISHEIM",67120,"BAS RHIN",67101
"DUPPIGHEIM",67120,"BAS RHIN",67108
"DUTTLENHEIM",67120,"BAS RHIN",67112
"ERGERSHEIM",67120,"BAS RHIN",67127
"ERNOLSHEIM BRUCHE",67120,"BAS RHIN",67128
"KOLBSHEIM",67120,"BAS RHIN",67247
"MOLSHEIM",67120,"BAS RHIN",67300
"SOULTZ LES BAINS",67120,"BAS RHIN",67473
"WOLXHEIM",67120,"BAS RHIN",67554
"CANAL",67120,"BAS RHIN",67904
"BAREMBACH",67130,"BAS RHIN",67020
"BELLEFOSSE",67130,"BAS RHIN",67026
"BELMONT",67130,"BAS RHIN",67027
"BLANCHERUPT",67130,"BAS RHIN",67050
"LA BROQUE",67130,"BAS RHIN",67066
"FOUDAY",67130,"BAS RHIN",67144
"GRANDFONTAINE",67130,"BAS RHIN",67165
"LUTZELHOUSE",67130,"BAS RHIN",67276
"MUHLBACH SUR BRUCHE",67130,"BAS RHIN",67306
"NATZWILLER",67130,"BAS RHIN",67314
"NEUWILLER LA ROCHE",67130,"BAS RHIN",67321
"RUSS",67130,"BAS RHIN",67420
"SCHIRMECK",67130,"BAS RHIN",67448
"SOLBACH",67130,"BAS RHIN",67470
"WALDERSBACH",67130,"BAS RHIN",67513
"WILDERSBACH",67130,"BAS RHIN",67531
"WISCHES",67130,"BAS RHIN",67543
"FRECONRUPT",67130,"BAS RHIN",67909
"HAUTE GOUTTE",67130,"BAS RHIN",67913
"HERSBACH",67130,"BAS RHIN",67914
"NETZENBACH",67130,"BAS RHIN",67921
"SCHWARZBACH",67130,"BAS RHIN",67934
"STEINBACH",67130,"BAS RHIN",67937
"WACKENBACH",67130,"BAS RHIN",67939
"WACQUENOUX",67130,"BAS RHIN",67940
"WALDERSBACH",67130,"BAS RHIN",67941
"ANDLAU",67140,"BAS RHIN",67010
"BARR",67140,"BAS RHIN",67021
"BERNARDVILLE",67140,"BAS RHIN",67032
"BOURGHEIM",67140,"BAS RHIN",67060
"EICHHOFFEN",67140,"BAS RHIN",67120
"GERTWILLER",67140,"BAS RHIN",67155
"HEILIGENSTEIN",67140,"BAS RHIN",67189
"LE HOHWALD",67140,"BAS RHIN",67210
"ITTERSWILLER",67140,"BAS RHIN",67227
"MITTELBERGHEIM",67140,"BAS RHIN",67295
"REICHSFELD",67140,"BAS RHIN",67387
"ST PIERRE",67140,"BAS RHIN",67429
"STOTZHEIM",67140,"BAS RHIN",67481
"ZELLWILLER",67140,"BAS RHIN",67557
"BOLSENHEIM",67150,"BAS RHIN",67054
"DAUBENSAND",67150,"BAS RHIN",67086
"ERSTEIN",67150,"BAS RHIN",67130
"GERSTHEIM",67150,"BAS RHIN",67154
"HINDISHEIM",67150,"BAS RHIN",67197
"HIPSHEIM",67150,"BAS RHIN",67200
"LIMERSHEIM",67150,"BAS RHIN",67266
"MATZENHEIM",67150,"BAS RHIN",67285
"NORDHOUSE",67150,"BAS RHIN",67336
"OSTHOUSE",67150,"BAS RHIN",67364
"SCHAEFFERSHEIM",67150,"BAS RHIN",67438
"UTTENHEIM",67150,"BAS RHIN",67501
"HAEUSERN",67150,"BAS RHIN",67910
"KRAFFT",67150,"BAS RHIN",67920
"ALTENSTADT",67160,"BAS RHIN",67007
"BIRLENBACH",67160,"BAS RHIN",67042
"BREMMELBACH",67160,"BAS RHIN",67064
"CLEEBOURG",67160,"BAS RHIN",67074
"DRACHENBRONN BIRLENBACH",67160,"BAS RHIN",67104
"NIEDERSEEBACH",67160,"BAS RHIN",67332
"OBERHOFFEN LES WISSENBOUR",67160,"BAS RHIN",67344
"OBERLAUTERBACH",67160,"BAS RHIN",67346
"SEEBACH",67160,"BAS RHIN",67351
"RIEDSELTZ",67160,"BAS RHIN",67400
"ROTT",67160,"BAS RHIN",67416
"SALMBACH",67160,"BAS RHIN",67432
"SCHLEITHAL",67160,"BAS RHIN",67451
"SIEGEN",67160,"BAS RHIN",67466
"STEINSELTZ",67160,"BAS RHIN",67479
"WISSEMBOURG",67160,"BAS RHIN",67544
"OBERSEEBACH",67160,"BAS RHIN",67927
"WEILER",67160,"BAS RHIN",67942
"BERNOLSHEIM",67170,"BAS RHIN",67033
"BERSTHEIM",67170,"BAS RHIN",67035
"BILWISHEIM",67170,"BAS RHIN",67039
"BRUMATH",67170,"BAS RHIN",67067
"DONNENHEIM",67170,"BAS RHIN",67100
"GEUDERTHEIM",67170,"BAS RHIN",67156
"HOCHSTETT",67170,"BAS RHIN",67203
"HOHATZENHEIM",67170,"BAS RHIN",67207
"KRAUTWILLER",67170,"BAS RHIN",67249
"KRIEGSHEIM",67170,"BAS RHIN",67250
"MITTELHAUSEN",67170,"BAS RHIN",67297
"MITTELSCHAEFFOLSHEIM",67170,"BAS RHIN",67298
"OLWISHEIM",67170,"BAS RHIN",67361
"ROTTELSHEIM",67170,"BAS RHIN",67417
"WAHLENHEIM",67170,"BAS RHIN",67510
"WINGERSHEIM",67170,"BAS RHIN",67539
"KEFFENDORF",67170,"BAS RHIN",67946
"DINSHEIM",67190,"BAS RHIN",67098
"GRENDELBRUCH",67190,"BAS RHIN",67167
"GRESSWILLER",67190,"BAS RHIN",67168
"HEILIGENBERG",67190,"BAS RHIN",67188
"MOLLKIRCH",67190,"BAS RHIN",67299
"MUTZIG",67190,"BAS RHIN",67313
"STILL",67190,"BAS RHIN",67480
"ECKBOLSHEIM",67201,"BAS RHIN",67118
"WOLFISHEIM",67202,"BAS RHIN",67551
"OBERSCHAEFFOLSHEIM",67203,"BAS RHIN",67350
"ACHENHEIM",67204,"BAS RHIN",67001
"OBERHAUSBERGEN",67205,"BAS RHIN",67343
"MITTELHAUSBERGEN",67206,"BAS RHIN",67296
"NIEDERHAUSBERGEN",67207,"BAS RHIN",67326
"BERNARDSWILLER",67210,"BAS RHIN",67031
"GOXWILLER",67210,"BAS RHIN",67164
"GRIESHEIM PRES MOLSHEIM",67210,"BAS RHIN",67172
"MEISTRATZHEIM",67210,"BAS RHIN",67286
"NIEDERNAI",67210,"BAS RHIN",67329
"OBERNAI",67210,"BAS RHIN",67348
"VALFF",67210,"BAS RHIN",67504
"ALBE",67220,"BAS RHIN",67003
"BASSEMBERG",67220,"BAS RHIN",67022
"BREITENAU",67220,"BAS RHIN",67062
"BREITENBACH",67220,"BAS RHIN",67063
"DIEFFENBACH AU VAL",67220,"BAS RHIN",67092
"FOUCHY",67220,"BAS RHIN",67143
"LALAYE",67220,"BAS RHIN",67255
"MAISONSGOUTTE",67220,"BAS RHIN",67280
"NEUBOIS",67220,"BAS RHIN",67317
"NEUVE EGLISE",67220,"BAS RHIN",67320
"ST MARTIN",67220,"BAS RHIN",67426
"ST MAURICE",67220,"BAS RHIN",67427
"ST PIERRE BOIS",67220,"BAS RHIN",67430
"STEIGE",67220,"BAS RHIN",67477
"THANVILLE",67220,"BAS RHIN",67490
"TRIEMBACH AU VAL",67220,"BAS RHIN",67493
"URBEIS",67220,"BAS RHIN",67499
"VILLE",67220,"BAS RHIN",67507
"CHARBES",67220,"BAS RHIN",67906
"HOHWART",67220,"BAS RHIN",67916
"WAGENBACH",67220,"BAS RHIN",67938
"BENFELD",67230,"BAS RHIN",67028
"DIEBOLSHEIM",67230,"BAS RHIN",67090
"HERBSHEIM",67230,"BAS RHIN",67192
"HUTTENHEIM",67230,"BAS RHIN",67216
"KERTZFELD",67230,"BAS RHIN",67233
"KOGENHEIM",67230,"BAS RHIN",67246
"OBENHEIM",67230,"BAS RHIN",67338
"ROSSFELD",67230,"BAS RHIN",67412
"SAND",67230,"BAS RHIN",67433
"SERMERSHEIM",67230,"BAS RHIN",67464
"WESTHOUSE",67230,"BAS RHIN",67526
"WITTERNHEIM",67230,"BAS RHIN",67545
"BISCHWILLER",67240,"BAS RHIN",67046
"GRIES",67240,"BAS RHIN",67169
"KALTENHOUSE",67240,"BAS RHIN",67230
"KURTZENHOUSE",67240,"BAS RHIN",67252
"OBERHOFFEN SUR MODER",67240,"BAS RHIN",67345
"SCHIRRHEIN",67240,"BAS RHIN",67449
"SCHIRRHOFFEN",67240,"BAS RHIN",67450
"CAMP D OBERHOFFEN",67240,"BAS RHIN",67903
"ASCHBACH",67250,"BAS RHIN",67012
"HERMERSWILLER",67250,"BAS RHIN",67193
"HOFFEN",67250,"BAS RHIN",67206
"HOHWILLER",67250,"BAS RHIN",67211
"HUNSPACH",67250,"BAS RHIN",67213
"INGOLSHEIM",67250,"BAS RHIN",67221
"KEFFENACH",67250,"BAS RHIN",67232
"KUTZENHAUSEN",67250,"BAS RHIN",67254
"LAMPERTSLOCH",67250,"BAS RHIN",67257
"LEITERSWILLER",67250,"BAS RHIN",67262
"LOBSANN",67250,"BAS RHIN",67271
"MEMMELSHOFFEN",67250,"BAS RHIN",67288
"MERKWILLER PECHELBRONN",67250,"BAS RHIN",67290
"OBERROEDERN",67250,"BAS RHIN",67349
"PREUSCHDORF",67250,"BAS RHIN",67379
"RETSCHWILLER",67250,"BAS RHIN",67394
"SCHOENENBOURG",67250,"BAS RHIN",67455
"SOULTZ SOUS FORETS",67250,"BAS RHIN",67474
"STUNDWILLER",67250,"BAS RHIN",67484
"SURBOURG",67250,"BAS RHIN",67487
"HOELSCHLOCH",67250,"BAS RHIN",67915
"OBERKUTZENHAUSEN",67250,"BAS RHIN",67925
"ALTWILLER",67260,"BAS RHIN",67009
"BISSERT",67260,"BAS RHIN",67047
"BURBACH",67260,"BAS RHIN",67070
"DIEDENDORF",67260,"BAS RHIN",67091
"HARSKIRCHEN",67260,"BAS RHIN",67183
"HERBITZHEIM",67260,"BAS RHIN",67191
"HINSINGEN",67260,"BAS RHIN",67199
"KESKASTEL",67260,"BAS RHIN",67234
"BISCHTROFF SUR SARRE",67260,"BAS RHIN",67376
"RIMSDORF",67260,"BAS RHIN",67401
"SARRE UNION",67260,"BAS RHIN",67434
"SARREWERDEN",67260,"BAS RHIN",67435
"SCHOPPERTEN",67260,"BAS RHIN",67456
"SILTZHEIM",67260,"BAS RHIN",67468
"WOLFSKIRCHEN",67260,"BAS RHIN",67552
"ZOLLINGEN",67260,"BAS RHIN",67561
"ALTECKENDORF",67270,"BAS RHIN",67005
"BOSSENDORF",67270,"BAS RHIN",67058
"DUNTZENHEIM",67270,"BAS RHIN",67107
"DURNINGEN",67270,"BAS RHIN",67109
"GEISWILLER",67270,"BAS RHIN",67153
"GINGSHEIM",67270,"BAS RHIN",67158
"GOUGENHEIM",67270,"BAS RHIN",67163
"HOCHFELDEN",67270,"BAS RHIN",67202
"HOHFRANKENHEIM",67270,"BAS RHIN",67209
"HUTTENDORF",67270,"BAS RHIN",67215
"INGENHEIM",67270,"BAS RHIN",67220
"KIENHEIM",67270,"BAS RHIN",67236
"LIXHAUSEN",67270,"BAS RHIN",67270
"MELSHEIM",67270,"BAS RHIN",67287
"MINVERSHEIM",67270,"BAS RHIN",67293
"MUTZENHOUSE",67270,"BAS RHIN",67312
"ROHR",67270,"BAS RHIN",67406
"SAESSOLSHEIM",67270,"BAS RHIN",67423
"SCHAFFHOUSE SUR ZORN",67270,"BAS RHIN",67439
"SCHERLENHEIM",67270,"BAS RHIN",67444
"SCHWINDRATZHEIM",67270,"BAS RHIN",67460
"WICKERSHEIM WILSHAUSSEN",67270,"BAS RHIN",67530
"WILSHAUSEN",67270,"BAS RHIN",67533
"WILWISHEIM",67270,"BAS RHIN",67534
"ZOEBERSDORF",67270,"BAS RHIN",67560
"NIEDERHASLACH",67280,"BAS RHIN",67325
"OBERHASLACH",67280,"BAS RHIN",67342
"URMATT",67280,"BAS RHIN",67500
"ERCKARTSWILLER",67290,"BAS RHIN",67126
"FROHMUHL",67290,"BAS RHIN",67148
"HINSBOURG",67290,"BAS RHIN",67198
"LOHR",67290,"BAS RHIN",67273
"PETERSBACH",67290,"BAS RHIN",67370
"LA PETITE PIERRE",67290,"BAS RHIN",67371
"PUBERG",67290,"BAS RHIN",67381
"ROSTEIG",67290,"BAS RHIN",67413
"STRUTH",67290,"BAS RHIN",67483
"TIEFFENBACH",67290,"BAS RHIN",67491
"VOLKSBERG",67290,"BAS RHIN",67509
"WEISLINGEN",67290,"BAS RHIN",67522
"WIMMENAU",67290,"BAS RHIN",67535
"WINGEN SUR MODER",67290,"BAS RHIN",67538
"ZITTERSHEIM",67290,"BAS RHIN",67559
"SCHILTIGHEIM",67300,"BAS RHIN",67447
"ALLENWILLER",67310,"BAS RHIN",67004
"BALBRONN",67310,"BAS RHIN",67018
"BERGBIETEN",67310,"BAS RHIN",67030
"COSSWILLER",67310,"BAS RHIN",67077
"CRASTATT",67310,"BAS RHIN",67078
"DAHLENHEIM",67310,"BAS RHIN",67081
"DANGOLSHEIM",67310,"BAS RHIN",67085
"FLEXBOURG",67310,"BAS RHIN",67139
"HOHENGOEFT",67310,"BAS RHIN",67208
"IRMSTETT",67310,"BAS RHIN",67224
"KNOERSHEIM",67310,"BAS RHIN",67245
"RANGEN",67310,"BAS RHIN",67383
"ROMANSWILLER",67310,"BAS RHIN",67408
"SCHARRACHBERGHEIM IRMSTET",67310,"BAS RHIN",67442
"TRAENHEIM",67310,"BAS RHIN",67492
"WASSELONNE",67310,"BAS RHIN",67520
"WESTHOFFEN",67310,"BAS RHIN",67525
"ZEHNACKER",67310,"BAS RHIN",67555
"ZEINHEIM",67310,"BAS RHIN",67556
"BRECHLINGEN",67310,"BAS RHIN",67902
"ADAMSWILLER",67320,"BAS RHIN",67002
"ASSWILLER",67320,"BAS RHIN",67013
"BAERENDORF",67320,"BAS RHIN",67017
"BERG",67320,"BAS RHIN",67029
"BETTWILLER",67320,"BAS RHIN",67036
"BUST",67320,"BAS RHIN",67071
"DRULINGEN",67320,"BAS RHIN",67105
"DURSTEL",67320,"BAS RHIN",67111
"ESCHBOURG",67320,"BAS RHIN",67133
"ESCHWILLER",67320,"BAS RHIN",67134
"EYWILLER",67320,"BAS RHIN",67136
"GOERLINGEN",67320,"BAS RHIN",67159
"GUNGWILLER",67320,"BAS RHIN",67178
"HIRSCHLAND",67320,"BAS RHIN",67201
"KIRRBERG",67320,"BAS RHIN",67241
"OTTWILLER",67320,"BAS RHIN",67369
"PFALZWEYER",67320,"BAS RHIN",67373
"RAUWILLER",67320,"BAS RHIN",67386
"REXINGEN",67320,"BAS RHIN",67396
"SCHOENBOURG",67320,"BAS RHIN",67454
"SIEWILLER",67320,"BAS RHIN",67467
"THAL DRULINGEN",67320,"BAS RHIN",67488
"WEYER",67320,"BAS RHIN",67528
"GRAUFTHAL",67320,"BAS RHIN",67900
"BOSSELSHAUSEN",67330,"BAS RHIN",67057
"BOUXWILLER",67330,"BAS RHIN",67061
"DOSSENHEIM SUR ZINSEL",67330,"BAS RHIN",67103
"ERNOLSHEIM LES SAVERNE",67330,"BAS RHIN",67129
"GRIESBACH LE BASTBERG",67330,"BAS RHIN",67171
"HATTMATT",67330,"BAS RHIN",67185
"IMBSHEIM",67330,"BAS RHIN",67219
"ISSENHAUSEN",67330,"BAS RHIN",67225
"KIRRWILLER BOSSELSHAUSEN",67330,"BAS RHIN",67242
"NEUWILLER LES SAVERNE",67330,"BAS RHIN",67322
"NIEDERSOULTZBACH",67330,"BAS RHIN",67333
"OBERMODERN ZUTZENDORF",67330,"BAS RHIN",67347
"OBERSOULTZBACH",67330,"BAS RHIN",67352
"RIEDHEIM",67330,"BAS RHIN",67399
"UTTWILLER",67330,"BAS RHIN",67503
"ZUTZENDORF",67330,"BAS RHIN",67562
"OBERMODERN",67330,"BAS RHIN",67926
"BISCHHOLTZ",67340,"BAS RHIN",67044
"INGWILLER",67340,"BAS RHIN",67222
"LICHTENBERG",67340,"BAS RHIN",67265
"MENCHHOFFEN",67340,"BAS RHIN",67289
"OFFWILLER",67340,"BAS RHIN",67358
"REIPERTSWILLER",67340,"BAS RHIN",67392
"ROTHBACH",67340,"BAS RHIN",67415
"SCHILLERSDORF",67340,"BAS RHIN",67446
"SPARSBACH",67340,"BAS RHIN",67475
"WEINBOURG",67340,"BAS RHIN",67521
"WEITERSWILLER",67340,"BAS RHIN",67524
"BITSCHHOFFEN",67350,"BAS RHIN",67048
"BUSWILLER",67350,"BAS RHIN",67068
"DAUENDORF",67350,"BAS RHIN",67087
"ENGWILLER",67350,"BAS RHIN",67123
"ETTENDORF",67350,"BAS RHIN",67135
"GRASSENDORF",67350,"BAS RHIN",67166
"KINDWILLER",67350,"BAS RHIN",67238
"MORSCHWILLER",67350,"BAS RHIN",67304
"MULHAUSEN",67350,"BAS RHIN",67307
"NIEDERMODERN",67350,"BAS RHIN",67328
"PFAFFENHOFFEN",67350,"BAS RHIN",67372
"RINGELDORF",67350,"BAS RHIN",67402
"RINGENDORF",67350,"BAS RHIN",67403
"SCHALKENDORF",67350,"BAS RHIN",67441
"UBERACH",67350,"BAS RHIN",67496
"UHLWILLER",67350,"BAS RHIN",67497
"UHRWILLER",67350,"BAS RHIN",67498
"LA WALCK",67350,"BAS RHIN",67512
"NEUBOURG",67350,"BAS RHIN",67922
"NIEDERALTDORF",67350,"BAS RHIN",67924
"BIBLISHEIM",67360,"BAS RHIN",67037
"DIEFFENBACH LES WOERTH",67360,"BAS RHIN",67093
"DURRENBACH",67360,"BAS RHIN",67110
"ESCHBACH",67360,"BAS RHIN",67132
"FROESCHWILLER",67360,"BAS RHIN",67147
"GOERSDORF",67360,"BAS RHIN",67160
"GUNSTETT",67360,"BAS RHIN",67177
"HEGENEY",67360,"BAS RHIN",67186
"LANGENSOULTZBACH",67360,"BAS RHIN",67259
"MITSCHDORF",67360,"BAS RHIN",67294
"MORSBRONN LES BAINS",67360,"BAS RHIN",67303
"OBERDORF SPACHBACH",67360,"BAS RHIN",67341
"WALBOURG",67360,"BAS RHIN",67511
"WOERTH",67360,"BAS RHIN",67550
"AVENHEIM",67370,"BAS RHIN",67015
"BEHLENHEIM",67370,"BAS RHIN",67024
"BERSTETT",67370,"BAS RHIN",67034
"DINGSHEIM",67370,"BAS RHIN",67097
"GIMBRETT",67370,"BAS RHIN",67157
"GRIESHEIM SUR SOUFFEL",67370,"BAS RHIN",67173
"NEUGARTHEIM ITTLENHEIM",67370,"BAS RHIN",67228
"KLEINFRANKENHEIM",67370,"BAS RHIN",67243
"NEUGARTHEIM",67370,"BAS RHIN",67318
"OFFENHEIM",67370,"BAS RHIN",67357
"PFETTISHEIM",67370,"BAS RHIN",67374
"PFULGRIESHEIM",67370,"BAS RHIN",67375
"REITWILLER",67370,"BAS RHIN",67393
"RUMERSHEIM",67370,"BAS RHIN",67419
"SCHNERSHEIM",67370,"BAS RHIN",67452
"STUTZHEIM OFFENHEIM",67370,"BAS RHIN",67485
"TRUCHTERSHEIM",67370,"BAS RHIN",67495
"WILLGOTTHEIM",67370,"BAS RHIN",67532
"WINTZENHEIM KOCHERSBERG",67370,"BAS RHIN",67542
"WIWERSHEIM",67370,"BAS RHIN",67548
"WOELLENHEIM",67370,"BAS RHIN",67549
"ITTLENHEIM",67370,"BAS RHIN",67917
"LINGOLSHEIM",67380,"BAS RHIN",67267
"ARTOLSHEIM",67390,"BAS RHIN",67011
"BOESENBIESEN",67390,"BAS RHIN",67053
"BOOTZHEIM",67390,"BAS RHIN",67056
"ELSENHEIM",67390,"BAS RHIN",67121
"HEIDOLSHEIM",67390,"BAS RHIN",67187
"HESSENHEIM",67390,"BAS RHIN",67195
"MACKENHEIM",67390,"BAS RHIN",67277
"MARCKOLSHEIM",67390,"BAS RHIN",67281
"OHNENHEIM",67390,"BAS RHIN",67360
"RICHTOLSHEIM",67390,"BAS RHIN",67398
"SAASENHEIM",67390,"BAS RHIN",67422
"SCHOENAU",67390,"BAS RHIN",67453
"SCHWOBSHEIM",67390,"BAS RHIN",67461
"GEISPOLSHEIM",67400,"BAS RHIN",67152
"ILLKIRCH GRAFFENSTADEN",67400,"BAS RHIN",67218
"DRUSENHEIM",67410,"BAS RHIN",67106
"ROHRWILLER",67410,"BAS RHIN",67407
"BOURG BRUCHE",67420,"BAS RHIN",67059
"COLROY LA ROCHE",67420,"BAS RHIN",67076
"PLAINE",67420,"BAS RHIN",67377
"RANRUPT",67420,"BAS RHIN",67384
"SAALES",67420,"BAS RHIN",67421
"ST BLAISE LA ROCHE",67420,"BAS RHIN",67424
"SAULXURES",67420,"BAS RHIN",67436
"BOURG",67420,"BAS RHIN",67901
"CHAMPENAY",67420,"BAS RHIN",67905
"POUTAY",67420,"BAS RHIN",67930
"BUTTEN",67430,"BAS RHIN",67072
"DEHLINGEN",67430,"BAS RHIN",67088
"DIEMERINGEN",67430,"BAS RHIN",67095
"DOMFESSEL",67430,"BAS RHIN",67099
"LORENTZEN",67430,"BAS RHIN",67274
"MACKWILLER",67430,"BAS RHIN",67278
"RATZWILLER",67430,"BAS RHIN",67385
"VOELLERDINGEN",67430,"BAS RHIN",67508
"WALDHAMBACH",67430,"BAS RHIN",67514
"BIRKENWALD",67440,"BAS RHIN",67041
"DIMBSTHAL",67440,"BAS RHIN",67096
"HENGWILLER",67440,"BAS RHIN",67190
"JETTERSWILLER",67440,"BAS RHIN",67229
"KLEINGOEFT",67440,"BAS RHIN",67244
"LOCHWILLER",67440,"BAS RHIN",67272
"MARMOUTIER",67440,"BAS RHIN",67283
"REINHARDSMUNSTER",67440,"BAS RHIN",67391
"REUTENBOURG",67440,"BAS RHIN",67395
"SALENTHAL",67440,"BAS RHIN",67431
"SCHWENHEIM",67440,"BAS RHIN",67459
