id_parain	id_dim_personne 
NULL	7238924877
NULL	7238925978
NULL	7238926104
2775409023	7238927173
NULL	7238927918
NULL	7238928669
NULL	7238931955
NULL	7238946873
NULL	7238946901
3981092071	7238951637
NULL	7238952543
NULL	7238953594
3737733015	7238955778
NULL	7238957272
7112588000	7238958222
5873499504	7238959599
4231547313	7238960630
5443412311	7238962991
NULL	7238964533
NULL	7238964655
NULL	7238965600
7081868047	7238966150
5922769864	7238967631
2333713778	7238967958
2225364752	7238968679
5701756368	7238969306
6649122296	7238970196
2027443965	7238970515
1574803752	7238971721
NULL	7238972152
NULL	7238973002
NULL	7238973517
7113397355	7238973764
7108583338	7238973887
NULL	7238975589
NULL	7238980016
7052258842	7238981586
5767510139	7238981854
NULL	7238982399
NULL	7238983214
5873499504	7238983368
6510594902	7238986081
5767510139	7238988791
NULL	7238996172
5713355852	7238998612
NULL	7239002045
NULL	7239002252
NULL	7239004641
7051933140	7239004683
5093865971	7239006378
NULL	7239009308
6727917428	7239009704
6821021862	7239010115
6533163964	7239010410
1785868326	7239011502
NULL	7239011603
6855666455	7239015851
1699667135	7239016508
7136966087	7239019083
NULL	7239020421
6667097815	7239021952
2249388283	7239024865
5339306838	7239028517
6834736630	7239029192
6737120349	7239031898
NULL	7239032199
NULL	7239032303
6649746104	7239034679
6738563979	7239035476
7075420373	7239039050
NULL	7239041192
7099241416	7239043976
6450005367	7239044876
5873499504	7239045421
6958157730	7239046311
NULL	7239048020
3084639000	7239050333
NULL	7239051910
7106721778	7239052275
NULL	7239053729
NULL	7239053821
3737899276	7239055388
NULL	7239056709
4511317425	7239060709
NULL	7239062274
7077206510	7239062448
3560911212	7239063142
3748830770	7239063823
NULL	7239067650
NULL	7239068921
3341075910	7239069467
3080032333	7239070036
NULL	7239071862
2966726853	7239072733
NULL	7239074850
5943268272	7239074879
NULL	7239076572
6985450094	7239077622
NULL	7239078299
7042812101	7239078982
7092639348	7239079675
NULL	7239079954
NULL	7239083924
6059583543	7239089410
6471366769	7239089902
426811504	7239092049
2541845435	7239092155
NULL	7239093864
4456858435	7239094710
353584285	7239095004
NULL	7239098368
7093029446	7239098763
NULL	7239100584
6936808570	7239104953
NULL	7239105249
NULL	7239112589
NULL	7239112826
NULL	7239113997
NULL	7239116811
6695863984	7239117401
5767510139	7239118656
4777804728	7239120576
NULL	7239121246
6926883493	7239121870
NULL	7239123103
2097761066	7239127506
6186333962	7239128047
5770882851	7239130349
7058666467	7239130785
6978093988	7239134966
6162437877	7239135422
NULL	7239136921
4554436937	7239138047
4920407405	7239139851
5767510139	7239139908
NULL	7239140258
NULL	7239140405
3270493881	7239140779
7002143175	7239140986
5980381788	7239141061
5466201726	7239141965
NULL	7239146287
NULL	7239147005
NULL	7239147560
NULL	7239149443
6925135900	7239150171
NULL	7239150425
NULL	7239151551
NULL	7239153217
4473496037	7239155640
NULL	7239162681
3990537492	7239163573
NULL	7239164729
NULL	7239166002
96157	7239166066
NULL	7239169858
3092618086	7239173188
NULL	7239174191
NULL	7239175027
5701952529	7239175821
NULL	7239177389
6965441199	7239177554
NULL	7239177720
3061142575	7239179372
6395578659	7239179995
5933263578	7239184109
5271852287	7239184549
NULL	7239185402
5335880926	7239186652
2981213117	7239194461
1853039283	7239196739
2159627080	7239198967
4911916738	7239199109
2543566114	7239200681
6649751218	7239201375
NULL	7239202872
NULL	7239204740
7058763733	7239205257
NULL	7239205846
NULL	7239207243
NULL	7239209009
NULL	7239209240
NULL	7239209406
6346354937	7239210243
NULL	7239216205
NULL	7239218082
6558216357	7239220480
6151368797	7239222087
NULL	7239224970
NULL	7239228705
2547015760	7239230130
NULL	7239230445
NULL	7239230506
3638766570	7239231161
NULL	7239231821
5452114350	7239232174
NULL	7239232573
7107103468	7239233221
330584630	7239236260
NULL	7239237210
2631121527	7239238052
NULL	7239239681
NULL	7239240620
NULL	7239243983
NULL	7239245507
7123823562	7239245935
937684704	7239249181
2824817768	7239252389
5066119891	7239257523
5701952529	7239257727
NULL	7239258747
5702013923	7239263770
6840751932	7239264569
6907872005	7239267644
NULL	7239268444
6546693025	7239269026
NULL	7239271134
2059534740	7239274554
NULL	7239278354
NULL	7239278862
5735106516	7239281061
NULL	7239281858
NULL	7239282970
NULL	7239283520
3184129589	7239283801
NULL	7239286604
7072877801	7239289804
7107157791	7239293920
NULL	7239295025
NULL	7239295813
NULL	7239296106
5916694990	7239296421
NULL	7239297035
7031349513	7239297965
NULL	7239300256
NULL	7239300991
6586681457	7239303583
NULL	7239304092
NULL	7239304526
NULL	7239305705
6078727849	7239305717
641697601	7239309804
NULL	7239314402
NULL	7239314729
NULL	7239315075
NULL	7239315879
NULL	7239316883
NULL	7239317005
6552022510	7239319863
6053465770	7239321206
5857629971	7239321847
5728288162	7239327727
7107157791	7239329758
NULL	7239330207
5843225837	7239332350
NULL	7239333259
NULL	7239333767
NULL	7239334899
NULL	7239336408
NULL	7239339240
7123326154	7239339735
NULL	7239340197
NULL	7239340300
6861084165	7239343098
6642453530	7239344619
NULL	7239344753
NULL	7239345996
5440187446	7239350465
NULL	7239352155
NULL	7239353311
NULL	7239355268
2335688588	7239359687
6738554838	7239362575
2614672113	7239362701
6931143570	7239365344
6521996803	7239370677
7179062459	7239371330
5527863402	7239380131
655741273	7239380187
6538970115	7239381463
NULL	7239381669
6969255683	7239387002
NULL	7239387264
5433128495	7239387395
NULL	7239388942
7092503612	7239391381
5528936081	7239396262
NULL	7239402967
NULL	7239404839
4883224527	7239405147
6317000686	7239406121
6521631835	7239406484
NULL	7239407751
NULL	7239408039
NULL	7239409676
NULL	7239410789
5429739418	7239411038
2171196016	7239413027
7045884159	7239414562
5187176307	7239415744
7088608085	7239416734
NULL	7239422565
5984424800	7239422956
7093081962	7239423016
7042781359	7239423970
NULL	7239426708
6778053333	7239429403
1632446910	7239429760
NULL	7239438640
NULL	7239439037
NULL	7239440625
NULL	7239440899
NULL	7239441862
NULL	7239442116
NULL	7239445188
NULL	7240473783
NULL	7240520473
NULL	7240520555
NULL	7244128352
NULL	7244285549
NULL	7244498267
2923130344	7244545146
NULL	7244545711
5026845673	7244771822
NULL	7244795202
NULL	7245006633
6855122794	7251671831
NULL	7253161277
NULL	7253269488
81917	7253276387
NULL	7253321110
NULL	7253915411
4637581784	7254004313
NULL	7260752190
6035447329	7260767898
6912945487	7260944171
NULL	7261526277
3888296608	7261535821
NULL	7267062631
NULL	7267095740
NULL	7267143127
6688985779	7267150819
NULL	7268107927
1871748727	7268122194
NULL	7268165263
1738568149	7268226683
4084322304	7268368761
2752701023	7268496101
NULL	7268524517
7197260708	7268579293
NULL	7268585690
3768924278	7268606631
NULL	7268650198
NULL	7268673051
NULL	7268701583
NULL	7272064155
NULL	7272065478
5937296404	7272078643
NULL	7272080920
6573531600	7272081537
1742877837	7272489523
7092894079	7272494894
5980583525	7272497557
5774525662	7272500325
6901769705	7272518662
NULL	7272527584
5846740303	7272540723
5779327415	7272552593
4324433792	7272575063
NULL	7272578584
NULL	7272583599
NULL	7272583985
NULL	7272585773
NULL	7272602335
2004072640	7272603313
2446197123	7272603641
NULL	7272604272
NULL	7272608795
NULL	7272613599
NULL	7272625814
NULL	7272635301
NULL	7272642938
7104493984	7272646056
1586114155	7272646148
6425981861	7272653728
6742393489	7272655417
5962921285	7272657565
6455154906	7272665098
NULL	7272669937
NULL	7272672162
6558216065	7272674878
NULL	7272685339
6706146559	7272687694
6499765598	7272697045
6214831169	7272704596
NULL	7272716060
NULL	7272720201
7160460288	7272724544
NULL	7272740488
NULL	7272742250
NULL	7272750142
4640685572	7272750487
NULL	7272753017
7087543630	7273148199
NULL	7273150735
4894587289	7273155510
NULL	7273158793
NULL	7273168662
5899288524	7273177489
NULL	7273178874
6701593551	7273185554
NULL	7273188220
NULL	7273188676
NULL	7273189047
1344166432	7273189761
NULL	7273190564
NULL	7273202569
5650808386	7273205572
NULL	7273208662
NULL	7273213024
2406475367	7273220915
447326283	7273232268
5286945645	7273246114
NULL	7273252192
3200877693	7273261203
6952583888	7273264078
NULL	7273264398
5484018697	7273291857
NULL	7273303896
NULL	7273308414
NULL	7273309192
NULL	7273314385
921386935	7273323665
5735054697	7273324331
NULL	7273328332
2995240464	7273335963
NULL	7273337390
5632165178	7273338383
5016322394	7273340030
7081199166	7273353077
7059515466	7273353146
3705222324	7273354640
2084428027	7273355440
NULL	7273369919
NULL	7273375859
2705339619	7273376553
NULL	7273378964
NULL	7273392375
4897704403	7273394800
NULL	7273395899
5928481285	7273396719
4190490833	7273396784
NULL	7273403749
NULL	7273404308
NULL	7273404381
NULL	7273407363
NULL	7273410101
6211429748	7273418061
6276316353	7273426608
6710245787	7273428085
NULL	7273434131
5531958944	7273436078
NULL	7273438860
4605696651	7273448468
4522479208	7273459447
NULL	7273472347
NULL	7273484044
2218323887	7273497066
2444038157	7273498438
3922867949	7273506516
NULL	7273513303
NULL	7273526865
NULL	7273527198
NULL	7273532698
6059568103	7273538076
6215692916	7273548071
6546481288	7273550556
5701952529	7273551773
7142683092	7273566641
NULL	7273568646
6321451469	7273575427
NULL	7273576533
6920861290	7273576569
4522479208	7273579850
5650777292	7273580226
5600462227	7273588072
6131361717	7273596018
NULL	7273596304
6477225882	7273605096
6381536448	7273605443
7052224626	7273611074
6642963361	7273611317
6421557252	7273617704
NULL	7273619697
NULL	7273621021
1976764687	7273621082
5362556733	7273627371
5869534946	7273629960
3730423850	7273634476
2754642788	7273643307
4511352887	7273647266
NULL	7273647688
NULL	7273653723
5928324398	7273654243
NULL	7273659323
NULL	7273660647
6044971290	7273665920
4445220779	7273666177
5980774434	7273669821
7154077366	7273670518
NULL	7273681927
6068884320	7273695136
NULL	7273699239
7169051469	7273702731
3295654072	7273703294
NULL	7273704326
NULL	7273704797
7018045642	7273705776
7169154750	7273710452
6670580680	7273725916
NULL	7273726637
4309565374	7273727041
5094937277	7273730123
NULL	7273730317
NULL	7273731357
3941078935	7273732219
NULL	7273732509
6867001696	7273738544
6304249670	7273753163
6068915658	7273758886
NULL	7273760362
5375124928	7273770167
NULL	7273776646
NULL	7273777540
NULL	7273778123
NULL	7273780016
NULL	7273780091
NULL	7275920061
NULL	7277547104
NULL	7277552328
NULL	7277552806
NULL	7277553121
NULL	7277565540
NULL	7277573042
NULL	7277573260
NULL	7277581036
5877134094	7277583102
NULL	7277585534
NULL	7277593577
NULL	7277596127
NULL	7277599048
NULL	7277603009
NULL	7277603307
NULL	7277604746
NULL	7277605242
NULL	7277605291
NULL	7277606134
NULL	7277609578
3906865345	7277612931
NULL	7277624274
NULL	7277625318
NULL	7277628762
NULL	7277629156
NULL	7277635711
NULL	7277642473
NULL	7277644278
2266576791	7277653511
6737178897	7277654609
NULL	7277660313
NULL	7277660953
NULL	7277661871
6503744259	7277661981
NULL	7277662828
NULL	7277668145
6251043715	7277669348
NULL	7277671534
NULL	7277672095
267212	7277672977
5020003468	7277674757
4533548568	7277677491
NULL	7277677579
5967662427	7277678927
NULL	7277679888
NULL	7277683652
NULL	7277685851
NULL	7277688886
NULL	7277689509
NULL	7277690965
4697294707	7277692812
NULL	7277694830
NULL	7277699483
5046931352	7277702197
NULL	7277703033
NULL	7277703687
NULL	7277703728
4075622677	7277705471
NULL	7277706753
NULL	7277707420
NULL	7277710388
NULL	7277710985
2568700091	7277711253
6888663360	7277712049
6926965190	7277714820
5407361940	7277717552
NULL	7277719785
NULL	7277721402
NULL	7277724999
NULL	7277732155
NULL	7277733290
NULL	7277737300
NULL	7277738059
3749480229	7277744618
NULL	7277748220
NULL	7277749204
NULL	7277751412
NULL	7277755464
5686825015	7277755886
7104570631	7277760319
NULL	7277767444
NULL	7277768775
NULL	7277770311
NULL	7277773301
3280985919	7277774133
NULL	7277774254
NULL	7277776410
656900308	7277777388
NULL	7277778975
NULL	7277779076
NULL	7277783898
NULL	7277796336
NULL	7277802015
4844736178	7277809414
NULL	7277811208
6727968156	7277813524
NULL	7277815876
NULL	7277821634
6240735152	7277822247
NULL	7277823268
6901496311	7277823775
NULL	7277824774
NULL	7277829237
289458669	7277829731
NULL	7277829942
5054823060	7277831764
3822851558	7277834357
NULL	7277834945
NULL	7277836573
NULL	7277839614
NULL	7277842371
NULL	7277842454
3952266703	7277844072
NULL	7277844224
NULL	7277844280
NULL	7277844419
NULL	7277848435
4976755455	7277848635
NULL	7277858846
6054681993	7277859818
NULL	7277862650
NULL	7277867310
4113597477	7277872857
NULL	7277878714
NULL	7277882442
7137224711	7277884739
6285472958	7277886395
NULL	7277887138
NULL	7277890245
NULL	7277895595
2059534740	7277905903
6883734095	7277906795
6211699809	7277906986
NULL	7277907661
4196826020	7277912063
NULL	7277915389
NULL	7277917634
NULL	7277919135
NULL	7277921876
NULL	7277922060
7080996236	7277925804
5409584091	7277927264
6965238954	7277930052
NULL	7277933353
NULL	7277936986
NULL	7277938843
NULL	7277940682
NULL	7277945598
7189605100	7277950135
1543093079	7277951590
NULL	7277953611
NULL	7277958782
NULL	7277963797
NULL	7277966012
NULL	7277966055
NULL	7277966501
NULL	7277969533
NULL	7277970672
NULL	7277972218
NULL	7277973719
NULL	7277974286
NULL	7277977151
2703656171	7277977473
6720096943	7277980671
NULL	7277982152
7154802658	7277982813
NULL	7277983804
NULL	7277985679
7081956348	7277987259
NULL	7277987296
NULL	7277991234
NULL	7277993821
NULL	7277993835
NULL	7277994714
NULL	7277995323
NULL	7277996348
NULL	7277996926
NULL	7277998837
NULL	7277998881
NULL	7278001356
NULL	7278004258
NULL	7278005253
NULL	7278008743
4388695215	7278011254
NULL	7278012494
NULL	7278014154
5938588641	7278014224
3665737904	7278015178
NULL	7278015923
NULL	7278016143
NULL	7278020843
NULL	7278021030
NULL	7278026266
3086144746	7278030021
NULL	7278031575
NULL	7278032076
NULL	7278033479
NULL	7278033511
NULL	7278034265
6552123349	7278035576
NULL	7278036029
NULL	7278036120
5885637390	7278038097
NULL	7278042385
NULL	7278046181
NULL	7278047149
7117859545	7278047236
NULL	7278052672
NULL	7278054075
NULL	7278055797
5714452844	7278058715
NULL	7278061999
NULL	7278084076
6488422369	7278085454
4526358504	7278086804
NULL	7278086853
5798423215	7278088535
5161655208	7278090344
NULL	7278091825
NULL	7278093291
NULL	7278094534
NULL	7278096321
6389383406	7278098081
NULL	7278099347
4450194043	7278100873
NULL	7278101237
6425981861	7278101486
NULL	7278101893
NULL	7278103412
4637971723	7278109170
5285991380	7278109830
NULL	7278120084
NULL	7278120549
NULL	7278122641
NULL	7278123035
NULL	7278123262
NULL	7278127570
7045970724	7278128821
NULL	7278130715
7167886236	7278136259
5367209692	7278136974
NULL	7278137779
NULL	7278139006
NULL	7278141123
NULL	7278144450
NULL	7278146562
3897250723	7278146691
6890213656	7278148732
NULL	7278150710
NULL	7278152129
NULL	7278157611
NULL	7278157760
5957030589	7278160544
6952630909	7278162579
NULL	7278163476
NULL	7278165029
NULL	7278171006
NULL	7278173781
1986429386	7278177116
NULL	7278178396
NULL	7278183902
NULL	7278184544
NULL	7278185140
NULL	7278185905
3748105928	7278186025
5671256177	7278188160
NULL	7278189055
NULL	7278189081
NULL	7278192328
5480098188	7278193509
NULL	7278194031
NULL	7278195928
NULL	7278199130
NULL	7278200214
NULL	7278200399
NULL	7278200686
NULL	7278200749
NULL	7278201003
2609675865	7278202781
NULL	7278204429
NULL	7278205332
NULL	7278207748
NULL	7278209088
NULL	7278210863
NULL	7278213185
NULL	7278215093
NULL	7278215270
NULL	7278215833
NULL	7278216738
NULL	7278218635
NULL	7278221026
NULL	7278224463
NULL	7278227258
NULL	7278227359
NULL	7278228670
NULL	7278232484
NULL	7278233864
6926876939	7278234409
NULL	7278239761
NULL	7278239842
5849226816	7278243352
NULL	7278243409
7142195518	7278244972
2470198293	7278247444
NULL	7278248638
NULL	7278250717
NULL	7278257513
NULL	7278259220
7041543517	7278261030
NULL	7278262325
4270091327	7278263266
3368972513	7278263577
NULL	7278265875
2968824960	7278266634
NULL	7278268297
3698698790	7278269514
NULL	7278270720
6626934206	7278271434
6366549158	7278274918
NULL	7278555171
NULL	7278834745
NULL	7279959661
6499796217	7279967921
NULL	7279973939
NULL	7279975900
NULL	7279976824
NULL	7279977494
2134817159	7279982349
3368908561	7279983975
5692962530	7279984071
NULL	7279985567
7024522082	7279988795
NULL	7279991541
3295042138	7279992223
NULL	7279992391
NULL	7279992747
NULL	7279993346
NULL	7279994089
1040477193	7279995093
NULL	7279995299
NULL	7279998750
513027626	7280000974
6504190298	7280001481
NULL	7280001989
NULL	7280004081
NULL	7280006440
NULL	7280006897
NULL	7280007563
6534661627	7280008172
NULL	7280014449
NULL	7280014634
NULL	7280015815
6165996961	7280018199
NULL	7280021676
6522118237	7280025110
1344185600	7280025939
4891296893	7280026053
NULL	7280027325
NULL	7280027510
NULL	7280031687
NULL	7280042971
NULL	7280043065
NULL	7280043428
NULL	7280045897
NULL	7280050679
NULL	7280051023
NULL	7280053331
NULL	7280053846
NULL	7280054399
3254704293	7280058249
NULL	7280060276
6516307471	7280060334
NULL	7280060563
7104406782	7280061148
NULL	7280063523
3646416192	7280065070
6284406722	7280066467
7042897472	7280067373
NULL	7280068237
NULL	7280077114
NULL	7280078107
5736210259	7280079480
NULL	7280079537
3398379443	7280081372
NULL	7280086383
5501212568	7280087063
NULL	7280089442
569090529	7280091379
NULL	7280091524
NULL	7280092061
4206772638	7280093221
NULL	7280094664
NULL	7280099273
NULL	7280102450
NULL	7280103514
NULL	7280106852
NULL	7280107209
NULL	7280107573
NULL	7280111941
NULL	7280115096
NULL	7280115779
NULL	7280115815
3691775686	7280118166
NULL	7280118229
6504119351	7280119317
NULL	7280124011
2158028800	7280124204
4417908355	7280124712
NULL	7280124795
NULL	7280125956
NULL	7280127361
6499779454	7280127411
NULL	7280128722
7088535311	7280130227
NULL	7280132079
NULL	7280132703
NULL	7280134016
NULL	7280136729
4938320888	7280136868
2923156129	7280137491
NULL	7280137668
3794291952	7280138438
6720521612	7280138901
NULL	7280140076
4797587777	7280144926
6347435391	7280146962
NULL	7280147263
NULL	7280148736
NULL	7280151307
NULL	7280152090
6621264444	7280152144
6969255683	7280156182
NULL	7280161434
NULL	7280161464
NULL	7280162243
7117885248	7280162998
NULL	7280164166
NULL	7280164394
6166471373	7280165490
NULL	7280165969
2042149367	7280167995
NULL	7280168248
7041353738	7280168571
NULL	7280168673
NULL	7280169317
NULL	7280170246
NULL	7280170668
5271852287	7280172870
3135398709	7280173413
NULL	7280174149
NULL	7280174770
NULL	7280174884
NULL	7280176826
NULL	7280178037
NULL	7280178092
4976634367	7280178872
NULL	7280179095
7113181692	7280179248
NULL	7280180874
NULL	7280182445
NULL	7280184598
NULL	7280188680
NULL	7280191091
104836	7280191120
NULL	7280197776
NULL	7280198026
NULL	7280198060
NULL	7280198998
6761438798	7280201509
NULL	7280202439
4009536003	7280202792
7142804839	7280204691
NULL	7280207577
NULL	7280207847
7093051807	7280208484
NULL	7280210973
6827151218	7280211591
6191400332	7280212936
NULL	7280213132
NULL	7280214420
2172838080	7280215129
NULL	7280217649
5654500751	7280218634
NULL	7280218857
6503642966	7280219495
6445607438	7280220964
NULL	7280223253
NULL	7280224797
NULL	7280224819
NULL	7280225969
5630032224	7280226542
NULL	7280230372
NULL	7280230455
NULL	7280230776
3812290758	7280230913
5774841877	7280231958
NULL	7280232085
7051978235	7280232501
6016768486	7280232706
NULL	7280234472
6907872005	7280235908
NULL	7280239385
NULL	7280242845
NULL	7280244409
4843625215	7280245963
NULL	7280246312
6044971290	7280248171
NULL	7280248569
NULL	7280249271
NULL	7280250392
7051706698	7280251965
NULL	7280253371
NULL	7280255013
NULL	7280255193
5919372321	7280256140
NULL	7280258186
7045401487	7280259000
NULL	7280259089
NULL	7280260973
2455459138	7280261222
NULL	7280261297
3796744643	7280263923
7041225212	7280264176
NULL	7280266459
6866879881	7280266550
NULL	7280267499
3371481920	7280270052
NULL	7280272679
3958182459	7280272771
NULL	7280272889
5180981373	7280272911
NULL	7280273098
NULL	7280277347
NULL	7280277776
6516189315	7280280371
NULL	7280280625
1999192589	7280280869
2735340292	7280282700
NULL	7280285578
6991239430	7280287754
NULL	7280289188
NULL	7280299164
NULL	7280299800
7002371775	7280302984
4320485471	7280304789
2703724419	7280306436
NULL	7280308903
NULL	7280309147
5640630702	7280311541
7135676302	7280312437
6370235013	7280312574
7045542012	7280312745
NULL	7280319486
5876821270	7280320348
7160600143	7280320940
6307830652	7280324135
NULL	7280324346
4376493842	7280324656
6654938411	7280324941
NULL	7280326867
NULL	7280327415
NULL	7280328209
NULL	7280328221
6808419419	7280329054
NULL	7280330379
5527958452	7280330724
4691089893	7280333077
NULL	7280334787
4699322434	7280336221
6952552342	7280337140
6504070733	7280338063
2200938680	7280338965
6174646760	7280340215
3433817759	7280341374
NULL	7280341646
5471943414	7280341788
NULL	7280344771
6958259078	7280345125
NULL	7280347924
NULL	7280349702
NULL	7280353402
2335688588	7280354382
7194870685	7280355676
NULL	7280358905
NULL	7280366623
3405646701	7280366781
6755119007	7280366879
2764590701	7280367789
NULL	7280373441
NULL	7280373964
6285584883	7280374591
NULL	7280381217
5827016816	7280383808
NULL	7280384034
6327737050	7280386218
5808467526	7280386833
NULL	7280387317
NULL	7280388384
NULL	7280390705
NULL	7280391248
NULL	7280394566
NULL	7280395275
5963991111	7280401486
NULL	7280402081
NULL	7280407995
NULL	7280409359
NULL	7280409443
NULL	7280413552
3446240542	7280413700
NULL	7280416325
NULL	7280416522
NULL	7280418454
NULL	7280418577
NULL	7280425949
2007160655	7280429017
NULL	7280430724
NULL	7280434847
6701992804	7280435201
NULL	7280435269
NULL	7280438989
6534681732	7280439762
NULL	7280442898
3306396177	7280443216
NULL	7280445290
NULL	7280449144
NULL	7280449783
NULL	7280450673
NULL	7280456657
NULL	7280457292
1040461774	7280459294
6450137880	7280460236
NULL	7280460284
188265	7280464301
NULL	7280468915
3277861135	7280470967
5326808220	7280471020
6294594464	7280471566
NULL	7280472756
NULL	7280474415
NULL	7280474582
7118680222	7280474661
6320359823	7280474966
NULL	7280476501
6211769465	7280477738
4141727545	7280479913
NULL	7280480161
NULL	7280481161
7199236830	7280481337
339967061	7280483825
5448935261	7280486962
4070880964	7280491671
NULL	7280492752
1865445370	7280493141
