encours_parrain;sid_parrai;id_parrain
5059.95000;1016766;1662852580
23692.88000;1526632;2427176846
81.04000;2517295;4482698099
3141.77000;1474349;2348576050
3136.65000;2166679;3722151260
799830.82000;657580;688879395
11418.34000;2000531;3360095253
34998.31000;2148617;3678203835
277.22000;2366298;4188691209
5928.13000;2446707;4358167412
36423.79000;351913;330455789
151.00000;1159342;1854626968
14690.91000;1687061;2677123784
0.00000;2918754;5462660984
15.62000;3499749;6675632840
50.40000;3154494;5894880969
81134.64000;10889;10889
7414.77000;2243158;3858750546
39786.07000;1296153;2045360866
35862.27000;1692803;2689233777
500.37000;3158576;5903941941
4.93000;3401521;6426000325
74916.45000;1814294;2958009123
14355.33000;2807960;5214944916
806.21000;2482857;4421759179
9653.88000;2912176;5447961016
320.00000;3158121;5899840958
1158.50000;3209184;5976426975
20.01000;3338716;6263467056
22.08000;3176515;5928860108
12006.38000;3484097;6628138251
11573.69000;3390861;6403347960
6384.51000;3435272;6503697051
975.21000;3452129;6538782721
307.52000;3548734;6821397018
373.37000;1589288;2523245043
10.01000;3463304;6568297028
40.00000;3031191;5691181546
0.00000;3363416;6331821477
568.39000;3374236;6361407639
159074.53000;3287083;6131362251
710.59000;1795545;2911908879
1.00000;3063746;5734175358
226.15000;2335372;4090046384
12021.58000;2940208;5507657386
4931.53000;3539975;6792488655
752.44000;3525906;6755090184
594.38000;3196930;5957085133
1959.51000;1874540;3085443041
2.02000;2862049;5348666912
26.81000;2067083;3497230816
6.60000;3469796;6586450302
56.56000;3372902;6357187051
25128.58000;3018456;5672239596
10.00000;3061831;5729896326
0.00000;2644036;4805458089
142.60000;3411362;6450991851
3455.39000;3667;3666
13041.29000;697322;771493636
5525.88000;3379151;6373133082
77.76000;1485802;2366241817
866.64000;1775233;2857563257
23645.65000;236390;242666
864.09000;2120293;3604835274
6008.06000;339278;324293019
0.00000;2282156;3960857900
571.93000;2553485;4572193065
37.28000;3222798;6006186360
2466.63000;3254723;6068802767
0.82000;1920179;3192672967
28778.59000;698550;775685064
80622.33000;264528;272674
808.66000;1602902;2541902339
1086.71000;3495959;6667430099
62.00000;2483106;4421813455
4415.20000;2536714;4526319487
520.00000;1804307;2934117279
2225.64000;3215968;5986900552
11763.83000;3337004;6256720366
5666.44000;3296177;6151479512
16140.92000;1929665;3215490351
8.96000;2768464;5106084520
14826.00000;2886500;5396249390
382.04000;3573709;6888860168
90967.09000;1537197;2446203775
6033.88000;2887479;5399490131
46282.84000;267671;276055
329.66000;2803821;5206468597
10.55000;3339065;6265111814
13490.95000;3477413;6606808557
1025.19000;3540762;6797895215
4331.36000;2798660;5192826890
23336.43000;1809322;2945284631
40.00000;3406739;6440658353
110.20000;2581225;4625336524
81455.59000;1605710;2546965763
12139.02000;2267154;3922938335
147.88000;3506384;6701589570
10658.71000;2525453;4504214670
28791.05000;3238095;6039520375
124.65000;2723409;4995367188
2295.24000;3475003;6601852457
113.30000;3512876;6716419638
956.91000;3409988;6445872476
10.00000;2694936;4908755845
1150.53000;3509381;6706203866
7331.60000;233934;240075
20574.37000;1449065;2306384124
0.00000;2008703;3379976062
193570.06000;2426747;4323331784
11.51000;3283442;6124942042
28889.28000;80684;81059
3307.84000;2492011;4432750569
3509.69000;1805140;2934801644
1172.34000;2285153;3967342674
40.00000;3503530;6689196780
20.00000;2944433;5516773695
2365.00000;64995;65146
12513.39000;1466131;2333713856
4828.71000;2643933;4805429440
1142.39000;2747313;5053816571
10363.13000;3455332;6546378979
495.97000;2477650;4413061321
61542.24000;3338378;6261369186
27365.36000;3182718;5937447925
28.75000;3436692;6504115404
12239.24000;3430741;6498325641
1288.96000;1514329;2413377249
967.32000;3354657;6309052398
3183.86000;2517487;4483440609
0.00000;3261507;6080043939
12.59000;2634441;4784919161
128491.86000;3272868;6102003586
13015.83000;2431124;4328321752
30701.49000;3018894;5672283390
1624.85000;3541389;6799087475
3181.43000;2182371;3745668449
25674.24000;1885031;3109317051
1545.46000;2088388;3539394487
129423.93000;1165562;1864020329
0.00000;2939215;5504480611
5.00000;1931228;3216677027
20.00000;3353091;6304401890
25.00000;3479374;6614250885
6453.05000;2652855;4825878505
15324.93000;2302322;4012731307
4552.99000;3233140;6029337905
370.00000;2685985;4887579997
10.68000;3558369;6855671202
66.58000;2305239;4021093342
35523.53000;1609082;2552621604
1902.88000;1992247;3337977163
1092.47000;3129837;5843166018
830.01000;2626887;4771454491
618.10000;3262689;6081215874
115038.00000;2355515;4152435118
13492.89000;278949;146709023
2055.39000;3500931;6681904527
934.71000;3492773;6655099740
497.19000;3538970;6792100749
4.53000;3243362;6053516543
907.76000;1775253;2857565527
406.58000;1774091;2854675880
48.01000;2378970;4228753493
1117.68000;2097946;3559514190
1492.66000;2056111;3474436033
122.81000;868079;1385755756
221.24000;2873430;5368317596
12.12000;3250143;6064076611
2660.06000;3014274;5669824781
65501.33000;3391700;6407128164
3010.00000;3458292;6552521500
10.58000;2973484;5590530495
432.53000;1670576;2649224620
17498.74000;2361111;4171303328
547.76000;3359234;6321511351
37177.46000;1429131;2276443114
366.27000;3317399;6202203948
24805.75000;3319108;6206039394
50.01000;3451130;6534942476
162.00000;3550686;6827092057
2060.18000;1887072;3115095307
0.00000;2956315;5543715392
99477.94000;13030;13030
10547.73000;1839452;3013398853
9505.73000;3062698;5733934566
0.00000;3560241;6860454874
0.01000;3540679;6797859825
10046.99000;1306618;2059576904
2066.27000;2883317;5388885733
16661.45000;671815;718356031
9868.32000;2177416;3737740514
1868.70000;2324260;4070941036
2278.33000;3006849;5658788096
379.98000;3240256;6045195367
144.01000;2835368;5286987984
300.00000;3508047;6704902672
32532.62000;3539846;6792452966
30.00000;1871085;3075891596
265.05000;2118816;3602892649
0.00000;2920858;5466249360
10.02000;3238593;6040729991
721.95000;3028074;5686866381
21298.04000;1952333;3270526703
54.41000;2851684;5331955856
140.25000;3350718;6299244897
0.00000;3366393;6340314632
0.00000;1141944;1830425473
0.00000;2245949;3867707218
137530.82000;2544334;4547952401
9034.49000;2981854;5611034772
831.82000;3256927;6074472073
1689.80000;1707287;2724413493
61159.02000;20381;20382
550.02000;3048114;5713247117
9989.66000;1876681;3088294710
1638.34000;3062721;5733941651
529.03000;3459998;6558211291
1249.19000;3506032;6701463669
699.61000;2932574;5490041885
10.00000;3350741;6299254505
1067.35000;3355155;6309262856
35089.09000;3415796;6459534960
99.56000;3308912;6181594238
22130.20000;244588;251353
236.00000;3565628;6872988584
1682.02000;3143305;5873510927
30.00000;2286341;3970308420
1083.90000;2676994;4875369086
0.00000;3083803;5762180406
0.00000;3315547;6199355257
23477.21000;2712377;4954992632
7096.04000;725294;906799306
22845.07000;2239308;3848720325
46.12000;1815187;2960068661
72.27000;2904167;5429824993
34.40000;2912823;5448843912
1511.12000;3111858;5808257218
37.01000;3381647;6381373616
8564.88000;811783;1156560354
2767.50000;2251545;3881851100
4553.15000;2182036;3745616797
58.74000;3064078;5735059995
28.87000;2932056;5489965657
298.58000;3173873;5923071322
809.01000;2878027;5379026953
186.18000;3448405;6533316309
407.58000;3515252;6727449565
78.77000;1287265;2030861622
357.19000;1178134;1882510921
50.00000;3246542;6059403639
491.00000;1177321;1880867147
823.68000;3064599;5735149966
331.44000;3264375;6084686624
59.62000;2397327;4264061003
680.00000;3378083;6371948799
1.19000;3437021;6504170320
10.00000;3536122;6778505144
73.41000;910320;1530356800
9526.67000;3015319;5670069057
153.95000;661928;698724854
30.00000;2815371;5234011512
72.31000;2267463;3925762515
4772.01000;3353781;6304631397
1126.27000;2340098;4100826427
36031.78000;1748695;2798032085
390.00000;3181965;5937248007
1516.10000;3369696;6347542754
15.35000;3479417;6614274977
323.45000;2346816;4120663504
0.00000;1632843;2591574897
44394.95000;3130378;5846476230
0.00000;3217279;5990617889
560.00000;3408328;6445335366
540.24000;3263562;6084537564
1041.00000;3551419;6827293131
365.57000;2603787;4669476595
26090.01000;1622195;2574047820
17618.62000;2903377;5428951929
22128.22000;3055794;5721930644
18027.66000;716346;859042022
263.69000;2946832;5520351054
2161.14000;3522869;6747570987
5101.43000;3264567;6084740841
1014.51000;3332908;6249506470
0.00000;1857852;3048775225
455.83000;3460264;6558351250
2451.49000;2619207;4694142577
44757.30000;619309;628193418
44.23000;3337800;6261110239
596.52000;1814546;2959914793
1039.00000;2686340;4891083343
0.00000;3509321;6706192054
6330.52000;3010570;5663098213
760.00000;3454754;6546175663
80.00000;3089113;5770968265
50.00000;3509985;6709759960
27976.53000;982122;1625129819
18.10000;1541637;2455461055
5.00000;3448090;6533226713
245.87000;3112499;5808441213
12425.76000;2133489;3636129509
11288.37000;301571;203184178
8201.41000;2914715;5452156688
846.03000;2999332;5649765882
1.04000;3174640;5928209339
0.00000;3349579;6297859300
1201.92000;271103;279758
245.08000;3494837;6660905673
284.38000;2296895;3997507081
8.16000;3520682;6738612698
8705.13000;3450254;6534737662
7123.22000;3193206;5952765558
7799.31000;1870687;3075802998
0.00000;3128606;5839513444
586.30000;3383662;6385443144
375.95000;1798808;2920507411
6046.11000;3054022;5717890964
1469.50000;2810917;5222615569
47.11000;3437442;6504237859
298879.86000;341966;330331545
0.00000;2463899;4396865063
1595.43000;3058662;5726248366
99140.26000;850406;1301581780
286.67000;2290589;3978160869
1931.51000;3236051;6031947864
306.67000;3004058;5654111337
38.95000;3077148;5752599617
117.46000;3124009;5830222946
700.00000;3132914;5849144588
1699.69000;2146828;3673859737
5772.08000;1891772;3126088195
701.02000;2947118;5523301419
210.00000;3479368;6614249363
10.00000;3156226;5896158267
435.55000;2306905;4024855716
634.35000;2708627;4942491181
59401.58000;2580767;4625279093
208.09000;3184862;5938754075
1080.00000;2798033;5192747806
5691.72000;3569023;6883797427
2134.89000;2205262;3776704160
23417.76000;1505441;2399030477
16440.46000;1137430;1824135602
0.00000;3498103;6671764827
10.01000;3429839;6494352705
198.23000;2571115;4607375922
19997.24000;3000975;5650684605
4817.67000;3374737;6361561979
23037.37000;3896;3895
1421.31000;1117805;1796249518
5154.17000;3354199;6308870545
7701.91000;3006620;5657520182
372.09000;3503072;6688993389
598.12000;3191703;5948999523
45.60000;2694126;4905327931
382.02000;3007118;5658845055
190.00000;3523679;6748810713
80.00000;3377001;6370404628
161.00000;1282957;2022904770
74388.81000;836781;1242493276
106.86000;3328268;6235400010
25777.75000;3054228;5717920274
1096.14000;2106098;3574927171
76.17000;293576;183124705
0.10000;2487852;4428169053
13175.17000;3032090;5693042387
29309.11000;2421260;4309715115
381.61000;3507529;6704730867
410.00000;3503699;6689252587
0.00000;1823863;2981770850
1689.20000;3497250;6670580680
1137.05000;468366;357129837
14329.29000;695533;765103097
20426.25000;1997116;3351295671
281272.95000;302218;205904505
4538.27000;3092339;5779148740
164.32000;3162426;5912370779
10.00000;3195141;5953285727
12239.81000;2699685;4919490875
0.60000;2799576;5195760823
8581.32000;2775182;5128501454
10.10000;3073355;5745092107
59.83000;3248998;6059915392
29.25000;3468840;6580975613
885.78000;3508382;6704987648
303.09000;750223;954014561
577.34000;3320751;6211495236
433.90000;2879152;5382560082
10.00000;3083846;5762191498
785.00000;3505136;6696028761
14627.93000;2243430;3861625059
6497.68000;1395191;2207961033
8562.87000;1910458;3172129903
512.19000;2553176;4572157992
1209.22000;3427134;6482179937
35246.20000;304233;215343082
2359.41000;360546;330562951
15289.24000;2392744;4253818969
7717.72000;1260521;1983367440
10.00000;3522385;6742663900
10.01000;3495790;6667348319
6814.28000;2458340;4385398539
587.52000;2833559;5284990599
103.67000;2927742;5480667134
150.00000;2684674;4887330811
10.00000;2899069;5420987175
783.80000;1915141;3181806619
2109.34000;2429667;4327999706
43071.97000;2419302;4306728665
40.00000;3188208;5943497456
20.00000;3171523;5922600877
840.08000;2784279;5155300193
360.16000;3158453;5903888646
95.63000;2739905;5035442216
169.76000;3116206;5813099192
858.88000;3053979;5717885773
462.24000;2277499;3950937364
1996.65000;3333970;6250947004
9147.61000;1110480;1784314093
6060.68000;3013945;5666637830
11589.64000;1905944;3148947020
22.45000;3391906;6407196591
179.43000;3359901;6322713781
110.09000;3466576;6574133905
79.05000;3480138;6614561577
10.01000;3390283;6403194249
10.01000;3372344;6356523696
17.25000;2225514;3815011990
188936.55000;199144;203267
202569.64000;1523692;2423616113
91166.34000;2074969;3513212195
64319.63000;1479387;2357048737
8721.40000;1603174;2541947362
11423.08000;239662;246121
650.00000;1993827;3341045990
29924.35000;3303482;6170069470
0.00000;2802275;5202399206
661.14000;2501775;4450058175
1057.86000;3207584;5972172980
19591.00000;3012628;5666388258
1383.96000;1991912;3337927613
14762.67000;2958522;5548216061
24020.39000;1508693;2402824200
78.57000;3164049;5912897978
5449.90000;3474877;6601807017
16516.12000;1247145;1963780148
2031.17000;3236890;6035597323
30.01000;3028950;5686984740
13.70000;2610906;4680946383
150.95000;3455899;6546565231
386.80000;3436666;6504110878
2655.35000;2967184;5570148998
203.80000;2227486;3817874346
432.27000;250980;258152
759.94000;3110690;5805056229
103.82000;3214076;5984650494
58.47000;3442915;6519425543
930.79000;2883523;5388920052
169139.07000;2796032;5190770635
4136.66000;3391471;6407059351
8814.02000;80853;81228
13978.96000;1648475;2614403863
325793.52000;3115416;5812873097
75938.67000;840021;1255301802
0.00000;3117082;5816831866
9503.45000;3449507;6534617626
182.23000;3106213;5798408222
654.10000;3211271;5980252103
311.38000;2235501;3838596791
649.10000;2309126;4031361082
1391.27000;2843048;5310237772
336.37000;2863649;5351869611
628.31000;3258387;6078215525
2182.60000;1248284;1965295877
138.28000;398173;331026138
10.00000;3372095;6356415474
4457.06000;3436025;6503918598
1085.34000;3486344;6637412797
12686.54000;1776833;2861877319
665.12000;726811;912982156
3568.26000;2266344;3920376472
79.32000;2424463;4317206372
225957.51000;2430955;4328279831
4076.97000;2873344;5368307756
3162.82000;3324979;6224650796
2034.61000;3353652;6304600533
8382.55000;3380794;6377180275
2878.53000;3393778;6411238139
1627.32000;3340568;6270051683
236201.53000;1073294;1737190845
10.01000;3404747;6437709874
0.00000;3314843;6195520648
189.67000;2339328;4097961745
130.83000;2863506;5351822421
4230.42000;3225188;6009038393
280.69000;2953902;5537129019
4000.16000;3019412;5672339749
697.54000;1544107;2462216495
982.92000;2352063;4139886500
240.00000;3377107;6370459346
149.06000;2676957;4875363452
332.68000;3060869;5729717008
8343.71000;3047885;5713188375
238.28000;1947252;3261634108
761.08000;2464938;4397204122
65278.12000;2926852;5479492393
1173.25000;2652320;4824953672
209.32000;3382766;6385149387
2542.69000;2969640;5578910111
461.81000;3491064;6649440124
6531.01000;3320502;6211397299
115.89000;2459279;4385793957
2451.47000;3494061;6660592050
464.76000;3243923;6054609681
114439.73000;1774526;2855207860
489.55000;3247169;6059538427
119.92000;3345729;6285780754
148940.89000;1645913;2609562069
17250.78000;3001851;5650778712
496.19000;3279878;6116931721
176.88000;3435043;6503642966
1186.29000;1996973;3349140842
2710.83000;1893544;3130292810
1092.09000;3131397;5846881730
150.00000;1937906;3233588082
293.25000;997307;1641939210
10.01000;3408093;6441952805
60.00000;3531588;6772230975
18207.10000;81102;81477
40.01000;3287352;6131465476
360.00000;3174726;5928344242
13.63000;1975284;3309221562
24026.95000;1758688;2818884302
42056.87000;2973278;5590449186
1661.94000;143907;144734
1108.39000;197515;201545
575.35000;1937365;3230998878
7697.67000;1232346;1945451818
472.68000;3397273;6417657806
203.75000;3506653;6701732166
270.41000;3202317;5963936446
12981.56000;2564972;4596943082
12726.90000;2691713;4901304075
4338.94000;2314293;4044077995
152.74000;3515850;6727697157
21249.27000;3405388;6437927930
113.63000;1943316;3251179284
114193.49000;2616957;4688087607
27.77000;3234826;6030782747
91.61000;3396191;6416416730
5481.31000;3376154;6366593697
1.31000;3059249;5726344420
5880.08000;2211671;3787662788
0.00000;3389221;6399125666
10.01000;3408786;6445492975
1555.18000;2088305;3539363521
1762.28000;3335364;6252171001
7351.15000;3248211;6059787137
1.00000;3397047;6417617144
84339.09000;827515;1209552079
260.01000;3493354;6655351945
150.00000;3438501;6510133012
333.65000;2487454;4428085129
1009.07000;2962017;5555748887
4.19000;3278590;6112881714
252.68000;2733854;5020108532
272.06000;2099048;3560891758
1776.76000;3058585;5726228762
419.84000;3256701;6074396384
1441.95000;3318716;6205863567
10001.39000;3439497;6510468744
41.54000;3421521;6471314093
298.33000;3553709;6834992623
47684.04000;60853;60975
5397.92000;133611;134044
3.60000;1044864;1699718629
28610.48000;1472400;2346277019
200.73000;3302732;6166495134
66.39000;2438838;4343134301
3640.92000;3463307;6568297288
141522.51000;1753092;2807255733
47269.45000;3471797;6592398919
202.26000;3306313;6176515691
24.32000;783714;1073574113
0.00000;1272008;2002321709
164.42000;2358824;4162974217
88.11000;3331096;6244893740
187823.51000;396636;331007181
5349.97000;492989;398833149
2246.18000;1663377;2639190377
1111.45000;2788352;5168044179
20.03000;2977646;5600474965
240.00000;3205191;5967691585
310.00000;1929296;3215403976
152.49000;2585705;4634576403
6197.95000;2787356;5164700481
207.00000;3183256;5937564110
16235.39000;1143779;1834458900
214.31000;2631026;4777910462
46.53000;2936524;5501006167
6046.68000;3215224;5986745046
45401.86000;2653293;4825974288
2359.17000;2728043;5005404557
435.20000;3319403;6206165864
540.00000;3526009;6755128919
46137.24000;2406561;4281091303
159.04000;1939446;3240655584
24617.31000;3281152;6117438411
107859.16000;1771423;2848175018
107783.07000;3443101;6521459791
16127.05000;131381;131787
163.55000;2744906;5047003153
2736.14000;1043321;1697958997
2638.29000;1854022;3041079942
1499.61000;3309184;6181688683
304.45000;1920119;3192665494
10.01000;3372195;6356461160
10038.64000;58151;58152
5.00000;3371362;6354236427
10.00000;3200305;5961392094
25311.45000;1315692;2073120950
220.25000;3403831;6433728418
130.00000;3376440;6370152644
2010.00000;3541260;6799022931
100.97000;2377865;4225771134
5.20000;2729895;5011808318
28983.67000;3206874;5971927694
20.01000;3375776;6366477722
0.20000;3205878;5967864514
237.84000;3471419;6592253901
26395.84000;1470857;2342986030
15.45000;3437459;6504241862
18825.65000;1998281;3352515810
37.71000;3469590;6586362250
64021.35000;2644494;4805575385
2945.08000;3541947;6805293265
37680.78000;361751;330577809
3549.21000;997104;1641929131
10.00000;3530586;6768856755
0.00000;2847711;5326812998
10.02000;3240193;6045179586
10.00000;2947931;5523620853
816.00000;2811993;5225855775
10.00000;2861605;5348621222
1761.85000;2053821;3472936008
4274.62000;1381643;2184062132
465.00000;3125317;5830677269
512.13000;3244275;6054696878
23.70000;3469945;6586505009
1333.68000;2793353;5180935663
160.27000;3551648;6827327255
540.00000;3585940;6921254939
814.65000;2404191;4277695123
5612.19000;2238375;3846019458
0.00000;3189917;5944414904
1381.86000;2569343;4605717139
143.70000;2953550;5537021522
0.00000;3376131;6366586972
179.07000;3436772;6504130557
50.02000;3470609;6586779778
0.00000;3020875;5675794418
0.00000;3532315;6772422234
0.00000;2641368;4800743943
455.87000;2906331;5436777419
12181.26000;3163551;5912741072
43156.05000;3302901;6166530788
227.62000;3178201;5932871554
0.37000;3269931;6095553934
