encours_parrain;sid_parrai;id_parrain
9514.49000;2979630;5607388992
55.09000;2389301;4247241457
38.57000;3229754;6021345372
10.02000;3255144;6068911914
0.00000;3116550;5813166467
13068.44000;2924385;5471857791
0.00000;3414972;6457614200
25.26000;2838268;5297371517
394.96000;2374645;4216419798
5576.65000;2040013;3448995775
1208.52000;1357175;2141177728
145.58000;2863154;5351715640
520.54000;3060274;5729586064
293.49000;3205409;5967740497
866.15000;2736376;5026635113
17799.07000;2012422;3390041482
45.19000;3560021;6856998807
3585.57000;3453887;6539268772
4925.57000;1544594;2462469981
1833.77000;3369934;6351011847
25066.40000;3155502;5896024183
1149.67000;2571224;4607387991
1710.00000;2550125;4567398522
17726.23000;3548119;6821115244
2743.29000;1105451;1779017507
7062.87000;2146233;3671426856
5128.44000;2810628;5222519585
3196.33000;3374348;6361456785
183.76000;3391660;6407114297
942.14000;2772217;5117795727
8532.21000;3340720;6270124704
8390.59000;3405234;6437863140
5647.27000;3470117;6586576817
607.56000;1228897;1940632135
100.00000;3517774;6734261207
612.19000;1433050;2283456844
209.42000;3378590;6373037451
26.68000;2235547;3838608055
180464.37000;1625842;2579364083
1994.81000;2173283;3733385509
15187.11000;2052001;3468148657
5516.12000;3046849;5712142572
49.19000;1747771;2796052062
252713.61000;2965856;5568711528
7920.91000;2221587;3808103684
683.40000;2397808;4264185757
11643.38000;982852;1626400579
1769.97000;3018966;5672291742
442.96000;2329052;4075643660
150.00000;3077151;5752600501
2513.01000;3439423;6510439341
30.00000;3538232;6786484795
8940.12000;2669429;4863303465
6816.77000;3062003;5733765147
3195.33000;3282927;6124707231
465.00000;3505517;6696230223
456.34000;1998499;3352536641
15847.61000;381846;330825495
86.32000;3223076;6006306972
419.02000;3375244;6366270187
25045.95000;3522586;6742731474
530.12000;3295413;6151283216
312.94000;3177626;5929364101
8.34000;3467057;6574263702
0.59000;3481713;6621202907
1691.20000;2943967;5515105196
43.41000;53949;53950
2564.34000;92409;92784
0.00000;2549976;4566527301
115.95000;3422111;6471498310
92392.68000;2369427;4199653842
2179.60000;2219174;3802945204
22028.68000;2116784;3597916471
21964.21000;3347604;6289973112
16201.71000;2411817;4291679178
10.01000;3410893;6450173840
228.16000;3462835;6568169889
142.67000;3407106;6441758478
20592.67000;2800057;5195892255
1927.68000;3312333;6191071138
70.00000;3482852;6626838400
20.00000;2813041;5229173590
40.00000;2128629;3624345356
1253.48000;2107481;3577424764
435.55000;2178948;3740565396
30.00000;3353996;6307834428
3766.97000;1919564;3190585492
161.85000;3018823;5672276352
52.65000;1869245;3073122294
33.83000;2618632;4691336056
253.60000;1995937;3346690484
18543.55000;3477983;6607026139
38446.26000;585850;573098249
1121.76000;1308230;2062594802
7398.85000;851185;1306326500
388.84000;3315038;6199123373
4697.77000;2491393;4430073602
84.80000;3430867;6498368205
1348.05000;3171532;5922605548
87.26000;3338307;6261348588
0.00000;2562319;4590498049
184.78000;2407589;4283947632
2758.92000;2343161;4108227529
277.57000;1917792;3186531671
11967.45000;1712849;2737289624
0.00000;2380788;4231719805
10.01000;3305941;6175021472
267.00000;2782602;5152694860
33608.40000;3145366;5877408241
182.18000;3530950;6768941666
11306.39000;1536877;2446153386
518.48000;2215636;3794293394
4287.81000;1276411;2010385539
223.63000;3436469;6504050716
1320.67000;2480181;4417607971
59.37000;2477184;4412560906
4369.69000;1288313;2033943815
5238.12000;2252175;3884418543
149.41000;2471525;4409198019
15749.04000;3003526;5654020123
4409.28000;3329253;6235869203
141.65000;3388271;6395667073
2498.70000;3423734;6477225600
14591.41000;3438633;6510170725
12335.06000;1927281;3208850305
419.90000;3286714;6131220861
8218.03000;2557742;4581878434
32723.99000;2128337;3621202561
0.00000;3258433;6078238626
9430.52000;1176918;1879491982
97514.69000;1174705;1876502439
27900.39000;1834280;3003265565
1899.83000;2853373;5335701471
563.82000;3251941;6064684893
304.75000;1949611;3267987935
37.17000;2144567;3665932041
437.75000;3040214;5701989684
10.00000;3482062;6621360326
16204.04000;2492724;4432973368
6096.10000;2990393;5633219339
19356.42000;915370;1537741973
4151.90000;2923801;5471667064
2041.65000;2735878;5026436540
2045.62000;1306315;2059534740
1783.49000;2748862;5055934169
15.01000;3328271;6235400174
540.01000;3398158;6421100333
110084.89000;746923;945807120
7888.16000;3164201;5912929492
5211.35000;3497259;6670582297
12.14000;1987516;3329834800
411.45000;3248970;6059912524
34059.04000;245333;252141
5120.48000;2641223;4800687530
3043.43000;3424201;6477359910
130.25000;2678764;4878772418
1140.55000;1654959;2622743153
1999.05000;1279952;2016691326
46735.75000;806053;1139037129
457.62000;2859900;5346550894
639.28000;1053117;1710594808
530.00000;2680424;4882035416
90.01000;3311317;6186794327
18962.33000;965964;1602360520
319.42000;3059012;5726302229
199.00000;3211097;5977002425
1189.45000;1673860;2655962679
6269.30000;2671270;4863823412
440.00000;2736866;5026834578
4048.91000;3368423;6346252615
4627.75000;2635057;4785151558
26340.18000;793650;1103990795
5592.80000;494982;402156400
14716.88000;3360597;6323831261
2087.81000;3446754;6528939315
570.99000;3434019;6500006759
4804.00000;2479059;4414379239
216.72000;2106969;3577305017
3080.00000;3408881;6445524463
1132.83000;2219260;3802958447
11402.30000;2520181;4489930447
120731.13000;2517857;4483491131
47.95000;3366431;6340327740
771.73000;2334468;4087117799
4500.00000;3404968;6437776908
2022.73000;2477399;4412862894
13688.26000;1691859;2685965190
6615.83000;858273;1339204293
327.46000;3259690;6078627704
6795.49000;1182294;1887431738
0.00000;3465964;6573885777
195.72000;2872280;5368177699
379.84000;3165753;5916583302
6856.14000;3259026;6078411120
22543.79000;627525;640568864
2.20000;2969629;5578905410
1306.17000;3083177;5762020527
0.00000;2211789;3787678531
1075.00000;3052537;5717604768
290.17000;45534;45535
480.51000;2483659;4421937245
1042.44000;3109643;5803990007
1069.35000;3017581;5671343889
16139.08000;2992443;5640460910
310.53000;1669592;2648700249
3915.76000;3142607;5873364521
329.76000;2097792;3559283220
7142.66000;3228054;6016884141
31718.79000;3224851;6008933309
2143.64000;2040022;3448996541
2418.01000;459410;339200696
12.58000;3511377;6710261113
3367.92000;950999;1581819635
8222.44000;3415024;6459243301
118850.36000;1385697;2190579471
73.12000;3420975;6471145445
6299.70000;3440494;6515647419
18586.08000;1391957;2200889915
0.00000;2742817;5042968561
0.00000;2692209;4901369400
5.00000;3043074;5705494485
180.87000;3510976;6710111459
209.47000;3510644;6709960066
11828.02000;902907;1517460521
380.00000;2930691;5487936091
2673.41000;3029583;5690866732
0.00000;1477118;2353817412
10.00000;3374875;6364851199
341.01000;3576240;6890360669
1539.98000;1790774;2900145888
11269.66000;1373981;2171129529
184.97000;3471938;6592464476
31840.48000;1938614;3237923455
6580.77000;1824402;2984202264
1413.07000;3588311;6926883493
5525.00000;2620284;4694394485
313.95000;3506731;6701781105
223.65000;3502317;6682502264
15426.82000;490691;394837740
1194.71000;2484014;4421980489
10796.87000;2070138;3502812240
1744.33000;2998872;5649720674
138429.00000;2511737;4470715366
130040.21000;3292631;6144512131
1630.34000;3319521;6206211051
12622.22000;3356730;6313114432
2237.23000;3452705;6538975817
2634.14000;3252597;6068140355
357.74000;3160961;5908769181
2136.27000;2615229;4687412308
601.34000;2468508;4406131308
0.00000;3281247;6117469017
0.00000;1806904;2938450249
85472.82000;2620971;4697208840
6.00000;3428755;6488814647
230.00000;3292817;6144571639
155.01000;3309133;6181670982
4512.18000;2692850;4904671407
75.00000;2759110;5079352629
10.00000;3175617;5928611330
180.65000;3290493;6139693154
573.91000;2989858;5632209886
1578.92000;2565285;4597032392
6955.74000;3209577;5976568490
45.00000;3527315;6761424851
32093.11000;1791129;2900667833
2370.00000;1999942;3357576200
547.46000;1540106;2452918887
529.82000;3385426;6389384843
1454.37000;1496113;2381765437
559.35000;3396787;6416559626
9050.36000;3494351;6660748881
45115.93000;3533598;6774059401
3930.68000;510943;427698350
6312.23000;3247473;6059602988
0.00000;761519;981490412
16.83000;3515098;6727320705
10076.39000;3376750;6370287703
440.00000;3081070;5757636213
13474.89000;2322566;4070594032
167.15000;2936479;5500996900
12812.13000;2926323;5476195753
181.74000;2686089;4887592267
7265.72000;1769002;2842687613
390.00000;3095726;5780802677
18.29000;3438101;6509996948
19906.90000;2524927;4504112339
14742.44000;2445600;4355333000
7561.13000;1451433;2309624030
600.00000;3464567;6569964221
1690.74000;2485726;4424974928
421.88000;2584950;4631816450
9574.16000;1492555;2376657067
675.57000;2703401;4930471429
7.52000;3184130;5938610656
1410.58000;2919831;5463015532
81062.36000;800643;1123515389
226.46000;3500448;6675909461
432.56000;3492622;6655030279
291.00000;3542489;6805455919
107.63000;3483136;6626951972
6331.01000;3379329;6376700070
1969.23000;1286281;2029000630
1.38000;3307573;6177835824
2500.00000;3151575;5889623944
1425.13000;3411961;6451212325
952.32000;2458922;4385624718
108.66000;3457660;6552273207
2657.86000;3431858;6499693715
3057.94000;1425940;2268644216
42345.13000;2177288;3737717446
474.89000;3096075;5781742798
46.84000;3346010;6285883644
9872.39000;2413532;4295061910
0.00000;2925759;5476011700
8403.71000;1846320;3027090533
1391.86000;2907119;5437039165
4417.63000;2965762;5564793507
201.54000;2964219;5560513473
8297.03000;889485;1473607518
4331.14000;3391091;6406932460
1867.55000;2866661;5358868485
23.23000;2967090;5570122155
2089.53000;3343139;6276354249
1817.22000;2477585;4412892648
32.17000;3502463;6682537518
77.83000;2996851;5648761560
15545.65000;113669;114045
13072.60000;1053186;1710601820
218.53000;2355885;4152994358
11378.54000;2736680;5026779667
16294.43000;2635243;4785257618
755.42000;3069609;5740086577
1397.85000;3379312;6376692144
3081.07000;3436750;6504125646
1964.61000;2475693;4411241532
57202.34000;19709;19710
28224.50000;1893410;3136024895
14948.64000;2032173;3436121755
10.01000;3392024;6407234665
0.00000;2481521;4417906076
40.00000;3519303;6737339830
2736.62000;1312375;2067973612
1882.77000;1794850;2910967974
1128.14000;1689134;2682116362
20.01000;3166772;5917811336
40.00000;3535287;6778201000
12139.44000;3486671;6637519700
1243.75000;3008527;5659336854
12.01000;3464613;6569973200
956.51000;3401934;6429658226
6337.25000;1525897;2425619907
1748.05000;3520631;6738603277
17762.06000;3250676;6064363622
13527.15000;2855108;5336070097
67.51000;3398516;6421241700
117.29000;3371463;6355143352
9802.27000;3327347;6230940683
653.49000;2343173;4108229235
1.93000;2839270;5301294792
106553.96000;971351;1610919697
5955.00000;2482162;4418757861
10.01000;3405818;6438080066
78.15000;3074186;5748682348
38.22000;3371317;6351554115
2507.73000;1557842;2484071898
102.98000;3063071;5734028987
401.72000;2151317;3683995155
149.97000;1910081;3171286397
10.00000;2616895;4688074052
3174.40000;1178504;1882591475
174.87000;2118021;3600453749
1255.72000;3221608;6002606588
16.16000;3311340;6186809182
720.29000;2274345;3941278268
190.00000;3031521;5692940538
20.70000;3557076;6855110197
101.87000;2553500;4572194836
10801.93000;3162049;5909133662
755.74000;2140620;3656733543
-59.12000;2288337;3973869748
61504.02000;256176;263675
219966.89000;987089;1632371168
15.24000;3226895;6012647656
265.28000;2332994;4084333050
108.53000;3227436;6012858843
25235.49000;2255828;3891745095
446.63000;3452024;6538755465
1405.75000;2496377;4441781858
3382.95000;1593614;2530047170
186435.17000;2483310;4421867080
1193.07000;3431772;6499685142
10.01000;3452914;6539045822
1430.68000;2042292;3451661227
152.54000;3155574;5896039703
707.31000;2249645;3878034321
8.55000;3549897;6826816458
1863.74000;2084825;3531706142
178.45000;3201605;5962944374
22.90000;3530000;6768651354
110.62000;1701660;2708829516
90.01000;3407630;6441868779
13292.42000;1807299;2940436112
10.00000;3544063;6810769593
181.95000;3015643;5670140146
16.01000;3093559;5779492659
370.00000;3534162;6774166380
181.04000;3517846;6734290216
1575.07000;1403324;2223387946
581.48000;2701240;4923711917
96.13000;2744105;5046776201
14736.55000;1319076;2078039446
385.13000;3327307;6230927210
101315.82000;2464077;4396917507
3939.29000;1787817;2891013274
8319.00000;2103975;3570974405
321.79000;3340291;6269897374
33183.18000;3444424;6521929939
6296.94000;1796579;2914428718
37.00000;3493063;6655240154
13590.67000;3504424;6695675905
43671.04000;364354;330610402
5970.70000;1651739;2617993746
0.00000;3201711;5962965572
254.20000;1709048;2727384368
0.00000;264583;272737
201.00000;3042049;5705333476
95.00000;3089374;5771040823
160.00000;2250581;3878374135
11.01000;3388884;6399042678
530.01000;3406196;6440242281
10.00000;3427836;6488492304
2647.95000;2602076;4666016433
1041.14000;2678449;4878679390
650.00000;1791421;2900699592
5754.41000;2937538;5501179600
271.40000;2630165;4777771576
3.17000;3078013;5755953433
1015.62000;3475456;6602007325
711.10000;3390009;6403121129
53630.90000;3237841;6039404813
10.01000;3443783;6521694463
10.01000;3465423;6573734503
51.80000;2484200;4422023174
49073.17000;2423559;4316968060
9700.54000;3414022;6455414091
13731.37000;3204250;5967422464
83754.91000;1403527;2223555564
806.92000;3077953;5755931280
122578.25000;2148715;3678213927
166678.10000;1010212;1655928999
197609.24000;2028515;3428266908
1611.87000;2951753;5532009862
12.58000;3511895;6716044605
535.69000;3071956;5744303154
8506.55000;3103838;5794714680
245.55000;3351403;6299429947
0.00000;912980;1534631304
119.09000;3361977;6327458855
511.57000;3484836;6633819982
2470.51000;2580828;4625285597
5084.73000;1666489;2643292881
6082.05000;1538715;2449477438
5311.50000;2943100;5512904417
35.11000;2983389;5612979069
11974.79000;2284816;3967266143
22950.00000;1105523;1779024920
15001.23000;2241782;3855881911
1167.96000;3336415;6256001656
5427.25000;3384862;6389196945
129.12000;3400351;6425577970
14067.12000;1271525;2002231030
171384.36000;2236223;3839361013
10.01000;3479781;6614445558
0.00000;3533721;6774082079
37.85000;2856588;5339522710
1058.43000;3102656;5794391644
767.31000;2611479;4680999716
22.20000;3317961;6202314655
128.23000;2726023;5000708527
13.50000;3165793;5916597436
5237.88000;2132585;3633701758
40.00000;1653113;2620825839
665.76000;2835489;5289883326
481.06000;2952148;5533316574
240.00000;2790992;5173673403
186.28000;3157887;5899782484
10.00000;3225807;6009171110
500.99000;2861211;5347721950
9285.11000;1852016;3036852662
62448.71000;2786996;5164599254
562.41000;3472207;6592579227
2710.99000;795840;1111231635
202.84000;1846692;3027176888
1099.75000;2089010;3542152822
922.01000;3231844;6025417347
13.33000;2340488;4103490193
369.70000;3462260;6565314007
500.65000;3548832;6821419647
938.83000;2604532;4672282573
20958.57000;77874;78221
15941.19000;1381446;2184020918
227169.83000;2374657;4216422463
108276.63000;2988739;5630089373
9099.50000;2608528;4678541260
0.66000;3114890;5812727318
3146.03000;3027986;5686838981
0.00000;2606507;4675490105
30636.72000;2000337;3357799146
179.71000;2657115;4835793114
198.34000;3223586;6006533663
10.12000;3261459;6080032575
11158.92000;1524855;2425411443
29689.52000;1685181;2674985921
107453.21000;113978;114354
424.26000;1381592;2184050795
305.59000;3536329;6778565409
0.00000;2854573;5336012205
1555.39000;2948218;5526591185
2802.34000;2187378;3751900668
174.59000;3119862;5820752779
1932.88000;1701076;2706909439
1027.02000;1952142;3270497210
322.13000;1576050;2505268374
0.00000;3090894;5774569119
25794.08000;233099;239179
1253.28000;2784643;5158138674
29.33000;1920423;3192726110
35433.62000;1987353;3329800654
6077.40000;3230576;6021645197
48752.59000;2360694;4168762894
2310.01000;3402558;6429909894
3416.36000;3162899;5912540488
600.00000;3472648;6592740163
20075.89000;1600939;2538689363
3205.87000;2154088;3692765397
42861.61000;2290853;3978192848
6.33000;2584031;4631537504
751.51000;1982438;3320949933
114.06000;3507023;6701946318
88.56000;3381659;6381378830
1712.52000;3388151;6395649254
8.02000;3211930;5980546686
533.47000;2473323;4409567768
5002.43000;3532493;6772458784
15716.46000;846348;1281897729
1796.04000;3526937;6761302171
1064.49000;526217;460975872
28813.51000;971065;1610883928
7371.79000;2355092;4149916266
20.34000;1349862;2128103663
27804.62000;1920861;3192818002
0.00000;3201797;5962979872
304.38000;3382933;6385200933
303.99000;3452728;6538985833
46.80000;3548626;6821353616
315.85000;2678363;4878653712
1734.88000;2492942;4433024166
198.64000;2197557;3763667825
16.42000;3192305;5949169920
3689.19000;3330364;6241056264
542.74000;3414606;6456933914
273862.19000;562175;543244749
5135.73000;468779;357979495
6996.02000;3379644;6376831790
144.46000;3270258;6096913305
300.01000;3471165;6592116433
2057.18000;3315708;6199430573
6879.71000;2138785;3650486462
18446.66000;3013044;5666490493
2136.48000;3079095;5756281996
57.08000;3243460;6053537073
233.74000;918785;1543038659
468.25000;2729850;5011782601
18690.84000;1609744;2554289601
16849.66000;1042526;1696550015
18347.93000;2747457;5054789930
1989.60000;1833811;3003169650
252.95000;2458959;4385634720
12535.69000;722358;892691014
94.21000;3037827;5700700782
1972.93000;2142721;3662682959
11.70000;3552762;6833798171
11825.84000;1777452;2864153671
680.00000;2948172;5526580503
5927.79000;340020;326529931
1397.50000;2492009;4432748962
31539.04000;2391534;4252858089
10.04000;2809824;5218880745
121.93000;3243357;6053516366
580.01000;3276653;6108265037
5238.93000;1922043;3197405904
33429.96000;1959175;3280927211
548.82000;2985304;5617553047
23738.13000;542550;503512801
57812.40000;810095;1151545765
2317.48000;2222300;3808334936
20.01000;3463448;6568330008
1521.02000;2655246;4832519001
0.00000;2909466;5443409475
495.91000;3289883;6136399776
9545.67000;3478350;6607196882
400.68000;2152213;3686754366
7365.82000;3513807;6720263344
22.00000;3485924;6637249250
302.98000;1175713;1877964921
104907.03000;558680;535381073
0.00000;1766778;2836420462
49.60000;3539678;6792399986
0.00000;3310344;6186319154
531.54000;2095213;3553955941
200.52000;2019129;3405708572
116.41000;3030894;5691148661
240.00000;3080469;5757533499
21499.55000;3327656;6231112742
10634.90000;2435550;4338000895
1731.32000;3015205;5670044492
676.79000;3233965;6030536145
23310.56000;3019828;5672377466
5180.00000;3239670;6044976032
695.11000;1212255;1921372132
1116.06000;1799828;2923114689
213.75000;2942908;5512864530
2874.14000;1977128;3310789625
7671.96000;1079071;1745630954
716.72000;3306262;6176502760
9128.71000;2346433;4120496902
3438.40000;3414560;6456915848
5.06000;3502054;6682416871
183.60000;2084639;3531689800
10.00000;3562695;6866622925
1569.55000;2875775;5375369563
599.85000;3469983;6586523435
1514.65000;2085993;3534089117
0.00000;2889864;5403370728
302.63000;3350198;6298099165
2605.10000;2899018;5420972449
4285.99000;1294857;2042488929
20844.32000;1794392;2908924649
620.60000;2597765;4660640056
10.00000;3039364;5701829139
5217.00000;1488894;2371405301
7063.82000;2799462;5195728215
12521.68000;2330472;4078354938
0.00000;2312662;4040570963
0.00000;1090243;1759826517
4938.77000;1290778;2037507906
4076.22000;1600687;2538559639
34.16000;3450916;6534847589
462.70000;3384324;6389012717
19956.28000;713576;842574964
1441.51000;3244974;6055760494
230.01000;3491042;6649433942
29041.70000;2968693;5574681906
130.98000;3532496;6772460038
0.00000;1854747;3043157901
0.00000;2524177;4501953822
4265.71000;2535584;4523427054
4205.28000;3054518;5720910519
55.97000;2983990;5613066274
7447.81000;1060053;1719574172
10.67000;1523541;2423600531
10.13000;3458765;6552657089
7.46000;2638864;4793728961
40714.18000;3302767;6166502508
3944.49000;2183202;3748061438
917.43000;3008962;5659603219
1690.38000;1983875;3323416583
500308.33000;2704460;4933761253
669.82000;96603;96978
7337.54000;972356;1613655871
157.63000;3331108;6244897665
10.00000;3386222;6393127730
2086.55000;2644483;4805572266
141.04000;2074111;3510759269
43.90000;3203709;5965041446
17235.95000;2025993;3423299955
129.16000;2241968;3855911866
982.29000;1958405;3280265417
3848.96000;3470126;6586579797
2818.83000;2382812;4237042637
1913.24000;1194233;1899748055
549.69000;1295000;2043824154
11901.50000;2741881;5042682761
151.53000;3516369;6727934991
459.97000;1406673;2230380520
2038.96000;1797618;2916519210
1425.76000;1465107;2331774532
1904.74000;2297199;3997588551
0.07000;2610191;4680121849
5024.24000;3380388;6377076771
1248.96000;3420348;6467530057
0.00000;1328462;2092587572
1004.50000;3403036;6430080450
119191.12000;1916384;3184183904
63.98000;1930373;3216108201
392.14000;1992886;3338608981
489.32000;2810159;5219493872
9367.88000;2962244;5556657983
113164.80000;1670574;2649224309
326.00000;2723836;4995553213
40.00000;2957999;5547229841
1.11000;2116750;3597913856
564.22000;3262335;6081158669
30981.66000;15710;15710
916.38000;2348331;4125106943
9385.23000;25199;25200
61.34000;2295968;3994881417
104.68000;2974979;5592820556
6685.28000;2040580;3449070946
697.88000;3360726;6323859829
22.26000;3385034;6389266973
50.00000;3520637;6738604327
300.00000;3565838;6873085650
54.68000;1999292;3355018364
48335.92000;1932723;3221403231
7688.60000;491627;395505383
13086.02000;2273269;3937882653
0.00000;2266605;3922728905
10.01000;3468961;6581009891
634.20000;2593663;4649577423
230.00000;2640951;4797816941
1200.30000;3130333;5846458064
1135.35000;2000311;3357796452
984.21000;1920108;3192662641
1446.13000;3238668;6040770477
11961.05000;1457616;2318785516
164.44000;2037234;3445557469
2309.83000;2841772;5306856658
162397.91000;1421947;2258741512
18927.63000;2257949;3897335776
78.40000;3309219;6181704485
51694.01000;1453866;2313122163
3798.90000;2955935;5543595141
435.24000;3427132;6482179211
530.00000;3476953;6606606393
16.46000;3476412;6603157029
242.09000;3440743;6515726331
773.39000;3567312;6878935827
5870.27000;923196;1547156989
445.06000;3353544;6304571420
305.25000;3032437;5693092498
435.40000;2970591;5582441130
12547.08000;2564658;4596455737
23149.68000;131605;132014
750.20000;3416435;6463736649
31710.23000;85763;86138
494.60000;3468652;6580881852
272668.41000;2585199;4631875912
155362.07000;1603435;2541977084
9631.74000;81684;82059
613.78000;3421702;6471392403
842.12000;2028220;3428205297
290.14000;2974103;5591654382
605.01000;3475061;6601882561
45.00000;2797633;5191946641
180.00000;1987596;3329853105
119.79000;2621744;4697411798
66791.49000;65866;66024
3906.23000;1666114;2641343754
1023.51000;1692088;2687530090
534.87000;2928902;5483901385
54360.88000;2407478;4283911930
13400.73000;3413046;6455081243
403.13000;1404400;2225290857
41796.65000;3490043;6643082803
444.72000;3425781;6481772377
5227.50000;3582775;6907875374
32.61000;2465414;4400180815
46468.49000;2838234;5297362643
710.45000;3396083;6416387995
48356.65000;143799;144618
0.00000;2943243;5512942294
1000.42000;3348469;6294453969
99.10000;3366279;6340260730
21026.65000;1855929;3045364648
17.08000;3247579;6059624286
150.00000;1922521;3198738345
3003.67000;3267055;6089194142
289.22000;556894;531979487
965.48000;1605742;2546970866
350.03000;3556950;6855078853
2765.89000;2679531;4881699407
324.46000;2653729;4828702927
45385.40000;2345440;4114545711
64804.04000;771990;1023584741
0.00000;1156861;1851574082
757.84000;3405741;6438061562
471.03000;3398247;6421140253
59.04000;3432748;6499809990
182.49000;3490143;6643109606
557.40000;3476200;6603109796
5954.12000;2086179;3534132148
36921.45000;3234589;6030724578
16089.08000;2824248;5260214638
6061.18000;2855718;5339336620
17.65000;3340354;6269935887
347.87000;2864872;5355418294
52.29000;2754951;5073111235
56650.15000;1175527;1876688973
10.02000;3213221;5984266003
0.00000;2154955;3695863096
20656.32000;2178098;3737870504
9026.44000;3292382;6144444832
1029.18000;2965988;5568769880
35.06000;3522134;6742573366
385.36000;3533372;6774021787
96.48000;1919796;3190611972
1207.90000;2598475;4660903160
32.00000;2916877;5456254537
450.00000;2433154;4334747532
26569.26000;3568168;6879285003
812.13000;2566679;4599906715
3477.55000;2881663;5387871402
0.23000;2723003;4992584615
936.53000;2787603;5167776703
626.15000;3321104;6211661850
900.00000;3200314;5961394518
300.66000;3506814;6701835189
122.35000;3125730;5833733131
675.60000;2475942;4411266072
588.09000;3173264;5922973965
41.09000;3435476;6503755840
623.35000;3552748;6833792869
25734.36000;418082;331271406
212.00000;617243;625922645
12985.77000;1135470;1821096614
5884.06000;1486332;2367743180
2194.19000;1390526;2199080247
358.28000;2723152;4992620116
58.60000;3164582;5913035858
1880.83000;2319297;4058800421
1189.49000;1547514;2466966609
15.01000;3449442;6534607586
1.00000;2277468;3950931378
119.38000;3097326;5781916837
443.93000;2443333;4352221880
60.01000;3472164;6592562948
399.83000;2814138;5230244348
1428.94000;2150899;3683512926
284.83000;2755612;5073336617
11190.71000;1748003;2796071058
533.99000;1385239;2190519315
9034.82000;1400387;2216695575
45200.07000;970859;1610855687
1865.76000;2025830;3423243020
369.84000;2866246;5358734314
64.09000;1596966;2533519465
1014.38000;2436669;4341291343
22645.93000;3300397;6162187949
35364.51000;2577058;4619449468
0.44000;2277640;3950962463
22.59000;3408154;6441964207
204707.90000;1437593;2290080980
11138.02000;820978;1186379502
874.28000;3312422;6191106207
20728.97000;2926887;5479507025
2301.21000;3320643;6211446627
3612.69000;101;100
25748.68000;2553815;4575020597
71393.33000;621259;631551260
3845.46000;3292754;6144546638
3493.84000;3224751;6008062050
3086.66000;2217262;3796853321
5343.64000;2788642;5171229456
7918.32000;519118;446227908
3670.00000;3210344;5976807365
1.48000;2133109;3636000611
156.06000;1541500;2455437694
191.67000;3455499;6546436599
450.00000;235177;241385
10.00000;2994916;5644546250
125.51000;2137935;3648013854
25992.57000;1087166;1756510724
1747.51000;3175720;5928643520
2797.45000;278718;146705528
0.00000;2114374;3592536794
575.67000;3386986;6394403043
40778.39000;317919;261921775
1007.72000;3114369;5812560490
11827.80000;1433537;2283533675
7096.71000;2902854;5428844818
17879.23000;766929;1002056579
1524.56000;1644637;2606531412
8525.40000;2287186;3970517415
2.74000;3473558;6598467422
636.72000;1856662;3047479409
68489.73000;1059277;1718136726
595.09000;2364106;4178763081
504.42000;3460076;6558252601
445.00000;3501447;6682125375
658.07000;3349279;6294622185
13580.37000;3553810;6835026067
45.21000;708472;811744457
0.00000;1518592;2417053691
186.67000;2735426;5023528944
4008.43000;2601031;4665745016
55880.00000;3297437;6152767053
3831.61000;3321247;6211717137
10.00000;1882524;3102843418
497.05000;2158187;3705224375
340.00000;3535679;6778351966
671.39000;2458693;4385563422
6199.00000;1403882;2223733554
23400.90000;2165220;3719841519
1.93000;2547423;4556232862
9565.31000;3438330;6510103120
4213.90000;3460431;6558433082
63.13000;3031106;5691173410
18428.09000;1560378;2487224714
7661.53000;2604861;4672372202
903.42000;2199309;3766107429
1577.87000;1794684;2910930771
50935.14000;1649512;2614689795
59.23000;3457955;6552395937
493.59000;2975397;5595893398
567.21000;2330764;4078405228
60066.84000;1822238;2978410041
247.00000;2505995;4459921594
59874.20000;656928;686866966
90.90000;3032337;5693079856
883.16000;3100174;5789421022
559.90000;2359400;4165854789
0.00000;2133395;3636089121
4028.45000;2720590;4984834499
5876.89000;2395696;4260587453
197.83000;3391277;6407002657
180.01000;3495247;6667112932
87.60000;3490086;6643094128
2076.03000;2348417;4125118945
12070.56000;3550515;6827020260
11839.63000;3141631;5872111013
68.86000;2958085;5547242821
323.46000;2568422;4602914194
478.25000;1797103;2916420560
10425.04000;1142397;1831949779
114850.55000;2246774;3870848133
3080.91000;3384281;6389001498
282.69000;3314606;6195454094
73.47000;2411926;4291711415
1883.55000;3483837;6628078698
4638.12000;3530710;6768888239
30.19000;2972792;5590279592
871.46000;3047007;5712191695
68.92000;1953244;3272647084
26.61000;2943074;5512900638
604.36000;3009629;5662891146
10.00000;3516495;6727965693
29488.12000;1123107;1804408208
3793.27000;3509499;6706233489
5356.00000;1802613;2929780427
430.00000;3206786;5971910619
8869.56000;2317053;4053527374
89.52000;2623049;4698366660
11866.72000;2893843;5409520222
3571.56000;2921434;5467375043
1300.10000;3219192;5995239009
256.02000;3227848;6016789527
439.00000;3361622;6327359535
54195.63000;2051755;3468106902
2400.99000;2294872;3993388624
14839.59000;242067;248664
530.00000;3369233;6347434895
203.65000;2526616;4505098587
63.65000;3133161;5849187828
48.97000;3228475;6017645843
185.96000;3425595;6481715730
279.41000;3491560;6649658668
130.00000;3526860;6761261567
11.33000;2201032;3768935989
89925.14000;944736;1574800417
1665.71000;3201774;5962976527
21479.17000;560575;541008210
10.01000;3452253;6538817520
