,id_dim_personne,encours_parrain,id_parrain
955,7277886395,250.85,6285472958.0
956,7277887138,,
957,7277890245,,
958,7277895595,,
959,7277905903,1530.0,2059534740.0
960,7277906795,146.06,6883734095.0
961,7277906986,1.18,6211699809.0
962,7277907661,,
963,7277912063,13180.65,4196826020.0
964,7277915389,,
965,7277917634,,
966,7277919135,,
967,7277921876,,
968,7277922060,,
969,7277925804,5129.46,7080996236.0
970,7277927264,130.0,5409584091.0
971,7277930052,0.0,6965238954.0
972,7277933353,,
973,7277936986,,
974,7277938843,,
975,7277940682,,
976,7277945598,,
977,7277950135,1730.52,7189605100.0
978,7277951590,630.23,1543093079.0
979,7277953611,,
980,7277958782,,
981,7277963797,,
982,7277966012,,
983,7277966055,,
984,7277966501,,
985,7277969533,,
986,7277970672,,
987,7277972218,,
988,7277973719,,
989,7277974286,,
990,7277977151,,
991,7277977473,26413.75,2703656171.0
992,7277980671,449.63,6720096943.0
993,7277982152,,
994,7277982813,563.08,7154802658.0
995,7277983804,,
996,7277985679,,
997,7277987259,581.0,7081956348.0
998,7277987296,,
999,7277991234,,
1000,7277993821,,
1001,7277993835,,
1002,7277994714,,
1003,7277995323,,
1004,7277996348,,
1005,7277996926,,
1006,7277998837,,
1007,7277998881,,
1008,7278001356,,
1009,7278004258,,
1010,7278005253,,
1011,7278008743,,
1012,7278011254,284.45,4388695215.0
1013,7278012494,,
1014,7278014154,,
1015,7278014224,310.0,5938588641.0
1016,7278015178,630.28,3665737904.0
1017,7278015923,,
1018,7278016143,,
1019,7278020843,,
1020,7278021030,,
1021,7278026266,,
1022,7278030021,7019.83,3086144746.0
1023,7278031575,,
1024,7278032076,,
1025,7278033479,,
1026,7278033511,,
1027,7278034265,,
1028,7278035576,546.36,6552123349.0
1029,7278036029,,
1030,7278036120,,
1031,7278038097,10014.91,5885637390.0
1032,7278042385,,
1033,7278046181,,
1034,7278047149,,
1035,7278047236,356.33,7117859545.0
1036,7278052672,,
1037,7278054075,,
1038,7278055797,,
1039,7278058715,460.0,5714452844.0
1040,7278061999,,
1041,7278084076,,
1042,7278085454,864.52,6488422369.0
1043,7278086804,444.37,4526358504.0
1044,7278086853,,
1045,7278088535,,
