,campagne,code_postal,code_postal_naissance,csp,debit_cb,flag_banque_principale,flag_epargne,nature_cb,patrimoine,regime_matrimonial,revenus_annuels,encours,cible,AGE,Parrain,domain,Sex,country_connexion,pays_de_naissance
559,868.0,77600.0,97232.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2030.55,1,46.0,1,17.0,1,3.0,1.0
560,1543.0,69110.0,69800.0,18.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,63.0,0,30.0,0,3.0,0,1.0,1.0
566,1543.0,93360.0,99.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,86.61,0,29.0,0,3.0,1,1.0,10.0
574,868.0,75015.0,99.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,470.0,0,25.0,1,3.0,1,-2.0,9.0
582,307.0,38100.0,38130.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1700.0,1,29.0,0,3.0,-1,1.0,1.0
583,1543.0,67240.0,67000.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,460.0,0,26.0,0,3.0,1,1.0,1.0
584,868.0,93190.0,97139.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,2.0,3721.58,1,43.0,1,3.0,1,1.0,1.0
599,307.0,71230.0,71230.0,2.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,34.8,0,36.0,0,3.0,0,1.0,1.0
601,868.0,10000.0,92400.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1870.58,1,29.0,1,3.0,0,1.0,1.0
603,868.0,75014.0,99.0,16.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,0,52.0,1,2.0,1,1.0,10.0
607,868.0,89200.0,75012.0,13.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,8450.0,1,49.0,1,3.0,1,1.0,1.0
611,868.0,40090.0,62670.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,0,56.0,0,9.0,0,1.0,1.0
612,300.0,69600.0,69008.0,4.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,10.0,0,23.0,0,3.0,-1,1.0,1.0
615,300.0,75015.0,21000.0,13.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,380.0,0,56.0,0,18.0,0,1.0,1.0
619,300.0,38170.0,38000.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1568.98,1,46.0,0,4.0,1,1.0,1.0
622,868.0,59570.0,0.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,80.0,0,20.0,1,1.0,1,1.0,1.0
624,868.0,91120.0,78000.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0,20.0,1,3.0,1,1.0,1.0
625,868.0,93140.0,6150.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,114.08,0,26.0,1,3.0,0,1.0,1.0
627,868.0,85180.0,93200.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,380.0,0,52.0,1,3.0,0,1.0,1.0
635,307.0,6440.0,6000.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1080.0,0,30.0,0,3.0,0,3.0,1.0
638,307.0,30126.0,35300.0,11.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,157.56,0,33.0,0,3.0,0,1.0,1.0
640,307.0,84100.0,84100.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,480.96,0,31.0,0,3.0,1,1.0,1.0
641,1202.0,78300.0,78300.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1007.08,0,46.0,0,3.0,0,1.0,1.0
642,1202.0,12120.0,12200.0,4.0,2.0,1.0,1.0,0.0,1.0,6.0,1.0,125.76,0,31.0,0,3.0,1,1.0,1.0
643,300.0,56340.0,29270.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,380.0,0,24.0,0,14.0,0,1.0,1.0
644,456.0,45400.0,45200.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-21.99,0,26.0,0,3.0,1,1.0,1.0
646,300.0,13790.0,92600.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,42693.0,1,69.0,1,2.0,1,1.0,1.0
647,868.0,13014.0,69003.0,15.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,637.38,0,44.0,1,9.0,-1,1.0,1.0
651,868.0,94000.0,99.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,23.0,1,3.0,-1,1.0,9.0
656,300.0,78500.0,94100.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,466.54,0,54.0,0,6.0,1,1.0,1.0
663,456.0,85000.0,59200.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,9691.33,1,27.0,0,12.0,0,1.0,1.0
664,307.0,49100.0,49100.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,552.1,0,25.0,0,8.0,1,1.0,1.0
666,307.0,44000.0,44000.0,18.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,497.5,0,34.0,0,3.0,0,1.0,1.0
671,304.0,15240.0,19110.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5356.49,1,41.0,0,1.0,1,1.0,1.0
672,868.0,38300.0,36100.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,380.0,0,74.0,1,4.0,-1,1.0,1.0
674,307.0,86800.0,99.0,10.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,451.64,0,54.0,0,10.0,0,1.0,4.0
680,868.0,54690.0,54000.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,380.0,0,50.0,1,14.0,0,1.0,1.0
681,868.0,44230.0,99.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,380.0,0,30.0,1,3.0,1,1.0,14.0
684,868.0,38330.0,57000.0,16.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,380.0,0,42.0,1,4.0,0,1.0,1.0
685,300.0,97160.0,97160.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,30.0,0,59.0,0,1.0,0,1.0,1.0
688,456.0,51000.0,75014.0,13.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2296.6,1,59.0,0,4.0,1,1.0,1.0
689,868.0,34280.0,22200.0,18.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,20.0,0,36.0,1,9.0,-1,1.0,1.0
691,868.0,92230.0,99.0,18.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,5386.0,1,42.0,1,0.0,1,1.0,15.0
695,868.0,95490.0,94160.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,30.0,0,38.0,1,10.0,1,1.0,1.0
697,461.0,78180.0,78210.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,189.23,0,39.0,1,6.0,0,1.0,1.0
704,1543.0,77600.0,13200.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,440.0,0,38.0,0,3.0,1,1.0,1.0
705,300.0,37510.0,54350.0,2.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,4475.73,1,56.0,0,6.0,1,1.0,1.0
706,307.0,26500.0,26240.0,6.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,300.0,0,76.0,0,1.0,1,1.0,1.0
713,868.0,13007.0,13008.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0,26.0,0,1.0,0,1.0,1.0
714,868.0,86120.0,99.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,415.0,0,60.0,1,10.0,0,1.0,8.0
716,1543.0,37210.0,37000.0,10.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,353.9,0,35.0,0,3.0,1,1.0,1.0
717,868.0,63000.0,63200.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,455.0,0,29.0,1,3.0,1,1.0,1.0
720,868.0,48400.0,99.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,487.57,0,33.0,1,2.0,1,1.0,3.0
721,868.0,95230.0,59610.0,16.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,677.5,0,53.0,1,6.0,1,1.0,1.0
725,868.0,30000.0,34000.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,580.0,0,68.0,0,6.0,1,1.0,1.0
726,456.0,92100.0,69140.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,-36.35,0,32.0,0,3.0,1,1.0,1.0
728,868.0,94130.0,93200.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,447.93,0,31.0,1,1.0,0,1.0,1.0
729,868.0,89100.0,99.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,252.44,0,34.0,1,0.0,1,1.0,7.0
731,868.0,6160.0,99.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,360.0,0,33.0,1,18.0,0,6.0,15.0
733,456.0,76120.0,76700.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,156.24,0,49.0,0,8.0,-1,1.0,1.0
747,456.0,45000.0,41000.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,978.34,0,23.0,0,3.0,0,1.0,1.0
748,307.0,44000.0,76290.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0,28.0,0,1.0,0,1.0,1.0
750,868.0,63000.0,99.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,380.0,0,41.0,1,3.0,1,1.0,16.0
752,456.0,78160.0,78150.0,11.0,0.0,1.0,0.0,1.0,0.0,6.0,2.0,20.0,0,27.0,0,3.0,-1,1.0,1.0
756,304.0,41120.0,41000.0,12.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,4944.45,1,21.0,0,4.0,1,1.0,1.0
757,1176.0,59121.0,59220.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,380.0,0,67.0,1,19.0,1,1.0,1.0
763,456.0,33600.0,51800.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0,37.0,0,3.0,1,1.0,1.0
766,456.0,51100.0,51100.0,4.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,2458.34,1,28.0,0,3.0,0,1.0,1.0
770,868.0,92380.0,22220.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1750.86,1,32.0,1,3.0,1,1.0,1.0
771,868.0,91390.0,29200.0,10.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,2027.01,1,61.0,1,20.0,1,1.0,1.0
772,868.0,42100.0,99.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,380.0,0,61.0,1,3.0,1,1.0,4.0
774,868.0,34000.0,30000.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,28.0,1,3.0,1,1.0,1.0
779,304.0,44130.0,44600.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5897.5,1,28.0,0,7.0,1,1.0,1.0
785,868.0,75012.0,25000.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,487.0,0,53.0,1,3.0,-1,1.0,1.0
787,1437.0,13005.0,99.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,299.41,0,43.0,1,2.0,1,1.0,9.0
788,868.0,75014.0,99.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,26.0,1,3.0,0,1.0,9.0
790,456.0,94400.0,94130.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,580.0,0,32.0,0,3.0,0,1.0,1.0
795,868.0,86000.0,86000.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,536.5,0,34.0,1,3.0,1,1.0,1.0
800,307.0,56750.0,35000.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,300.0,0,60.0,0,4.0,1,1.0,1.0
803,307.0,95410.0,75008.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,1240.0,1,56.0,0,4.0,1,1.0,1.0
804,868.0,13109.0,76700.0,6.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,12000.0,1,64.0,0,9.0,0,1.0,1.0
805,456.0,59390.0,60100.0,16.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,750.0,0,48.0,1,19.0,0,1.0,1.0
806,868.0,94300.0,37000.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,380.0,0,51.0,1,3.0,1,1.0,1.0
807,304.0,75012.0,29200.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,10.0,0,29.0,0,3.0,0,1.0,1.0
808,868.0,78500.0,99.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1647.68,1,28.0,1,3.0,-1,1.0,17.0
812,868.0,75014.0,6000.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0,20.0,1,3.0,1,2.0,1.0
814,868.0,44700.0,76000.0,4.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,381.0,0,36.0,1,0.0,0,1.0,1.0
818,307.0,4000.0,92200.0,16.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,188.58,0,61.0,0,4.0,0,1.0,1.0
819,868.0,38100.0,78200.0,18.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,81.98,0,24.0,1,0.0,1,1.0,1.0
824,456.0,59800.0,59170.0,13.0,0.0,1.0,1.0,1.0,0.0,6.0,2.0,100.0,0,28.0,0,3.0,1,1.0,1.0
826,307.0,6300.0,6400.0,11.0,0.0,0.0,1.0,1.0,1.0,6.0,2.0,380.0,0,39.0,0,3.0,0,1.0,1.0
830,868.0,27310.0,27500.0,16.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,181.0,0,52.0,1,3.0,1,1.0,1.0
831,307.0,69100.0,69400.0,12.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1682.7,1,33.0,0,2.0,0,1.0,1.0
832,1543.0,75009.0,80000.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,5182.2,1,24.0,0,3.0,0,1.0,1.0
835,868.0,67750.0,67600.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,317.7,0,36.0,1,16.0,1,1.0,1.0
836,456.0,74330.0,74000.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,448.0,0,27.0,0,3.0,-1,1.0,1.0
838,1543.0,75010.0,44000.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,450.0,0,30.0,0,3.0,0,1.0,1.0
845,456.0,21110.0,1000.0,4.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,101.8,0,31.0,0,0.0,-1,1.0,1.0
854,868.0,54520.0,54000.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,251.96,0,36.0,1,6.0,1,1.0,1.0
855,456.0,34090.0,6100.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,126.51,0,27.0,0,3.0,1,1.0,1.0
856,868.0,30131.0,42000.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,10.0,0,49.0,0,0.0,1,1.0,1.0
857,300.0,49190.0,49100.0,15.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,0,33.0,1,3.0,0,1.0,1.0
858,304.0,92100.0,59000.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,415.0,0,52.0,0,3.0,0,1.0,1.0
876,300.0,93330.0,97110.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,300.0,0,42.0,0,3.0,0,1.0,1.0
879,868.0,92340.0,89200.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,359.0,0,25.0,1,3.0,1,1.0,1.0
883,304.0,73100.0,73200.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,24.29,0,29.0,0,3.0,1,1.0,1.0
885,461.0,13700.0,13003.0,4.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,4850.0,1,50.0,1,18.0,1,1.0,1.0
888,300.0,13500.0,37170.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,790.0,0,32.0,0,6.0,-1,1.0,1.0
892,300.0,21000.0,1100.0,13.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,913.15,0,32.0,0,3.0,1,-2.0,1.0
893,304.0,90850.0,90000.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3185.19,1,24.0,0,14.0,1,1.0,1.0
894,868.0,88000.0,99.0,6.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,17630.0,1,77.0,1,2.0,0,1.0,4.0
895,307.0,67350.0,67340.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,555.0,0,27.0,0,3.0,1,1.0,1.0
900,300.0,38000.0,99.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2076.0,1,31.0,0,4.0,1,1.0,3.0
901,300.0,75013.0,99.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3636.17,1,27.0,0,3.0,0,1.0,5.0
903,1840.0,77400.0,92300.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1298.59,1,50.0,0,0.0,1,1.0,1.0
904,307.0,31880.0,31000.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0,32.0,0,1.0,-1,1.0,1.0
908,868.0,92140.0,94130.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,9.81,0,40.0,1,3.0,0,1.0,1.0
910,307.0,75019.0,78200.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,0,29.0,0,3.0,1,1.0,1.0
918,1543.0,69890.0,69130.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,430.0,0,24.0,0,3.0,0,1.0,1.0
924,868.0,75011.0,77400.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,378.02,0,27.0,1,2.0,1,1.0,1.0
926,868.0,13300.0,45000.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,271.45,0,26.0,1,3.0,0,1.0,1.0
927,300.0,75017.0,69002.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2135.98,1,28.0,0,3.0,0,1.0,1.0
931,1482.0,31000.0,31000.0,4.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,168.97,0,27.0,0,3.0,0,1.0,1.0
935,868.0,97421.0,97450.0,13.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,230.0,0,36.0,1,1.0,0,-2.0,1.0
936,733.0,92130.0,92150.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,0,29.0,0,14.0,0,1.0,1.0
940,868.0,69300.0,69003.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1318.48,1,33.0,1,2.0,1,1.0,1.0
941,868.0,75015.0,69150.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,370.0,0,29.0,1,3.0,1,1.0,1.0
945,868.0,92170.0,83190.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,26.5,0,23.0,1,1.0,-1,1.0,1.0
951,868.0,62720.0,62100.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,103.42,0,27.0,1,3.0,1,1.0,1.0
957,307.0,35830.0,35400.0,4.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,298.02,0,44.0,0,4.0,0,1.0,1.0
960,868.0,57600.0,67000.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,103.72,0,25.0,1,3.0,1,1.0,1.0
962,868.0,59286.0,59300.0,4.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,2059.93,1,32.0,0,4.0,0,1.0,1.0
963,868.0,75012.0,17000.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,381.0,0,31.0,1,3.0,0,1.0,1.0
965,1543.0,95870.0,95870.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5149.01,1,40.0,0,0.0,1,1.0,1.0
981,304.0,21120.0,89700.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,4052.86,1,46.0,0,6.0,1,1.0,1.0
983,307.0,64200.0,32110.0,6.0,0.0,1.0,1.0,1.0,5.0,2.0,2.0,10.0,0,66.0,0,4.0,-1,1.0,1.0
984,1543.0,33700.0,97200.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-393.11,0,32.0,0,3.0,1,1.0,1.0
987,868.0,54380.0,54520.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,47320.0,1,42.0,0,9.0,0,1.0,1.0
989,456.0,94300.0,99.0,18.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2226.51,1,25.0,0,1.0,1,1.0,8.0
995,868.0,26400.0,99.0,6.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,9450.0,1,59.0,1,3.0,1,1.0,9.0
997,868.0,6600.0,99.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,335.86,0,34.0,1,3.0,1,1.0,2.0
999,868.0,91330.0,27000.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,374.5,0,45.0,1,3.0,1,1.0,1.0
1001,868.0,75116.0,99.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-220.0,0,29.0,1,3.0,-1,1.0,9.0
1002,868.0,56570.0,56160.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,680.0,0,52.0,1,2.0,0,1.0,1.0
1005,868.0,70240.0,70000.0,15.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,10.0,0,28.0,1,0.0,1,1.0,1.0
1009,300.0,74270.0,99.0,18.0,5.0,1.0,1.0,0.0,0.0,4.0,0.0,10.0,0,35.0,0,0.0,0,1.0,10.0
1010,868.0,59300.0,31600.0,16.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,400.0,0,30.0,1,3.0,1,1.0,1.0
1012,456.0,94140.0,99.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,60.0,0,29.0,0,1.0,1,1.0,10.0
1014,868.0,38090.0,69003.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,10.0,0,37.0,0,3.0,0,1.0,1.0
1015,868.0,13013.0,99.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,354.02,0,26.0,1,3.0,0,1.0,2.0
1017,304.0,13008.0,13000.0,6.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,4083.96,1,69.0,0,3.0,1,1.0,1.0
1023,304.0,78000.0,29790.0,6.0,0.0,0.0,1.0,1.0,6.0,2.0,5.0,180.0,0,64.0,0,3.0,1,1.0,1.0
1027,300.0,94340.0,35000.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,10.0,0,29.0,0,3.0,0,1.0,1.0
1028,868.0,77280.0,13012.0,18.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0,56.0,1,21.0,0,1.0,1.0
1029,868.0,75013.0,75012.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1253.82,1,32.0,1,3.0,0,1.0,1.0
1030,300.0,31150.0,44000.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,983.6,0,47.0,0,3.0,1,1.0,1.0
1032,1294.0,66500.0,11200.0,4.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,763.01,0,52.0,0,1.0,1,1.0,1.0
1034,456.0,59155.0,13000.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,880.0,0,41.0,0,3.0,-1,1.0,1.0
1036,1482.0,92700.0,92000.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,300.0,0,35.0,0,1.0,1,1.0,1.0
1039,868.0,91470.0,75013.0,2.0,0.0,0.0,0.0,1.0,2.0,6.0,3.0,3256.0,1,36.0,1,3.0,0,1.0,1.0
1045,307.0,77330.0,99.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1130.0,0,45.0,0,1.0,1,1.0,12.0
1060,868.0,13260.0,99.0,3.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,130.0,0,31.0,1,3.0,1,1.0,18.0
1069,868.0,34140.0,38300.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,330.0,0,29.0,1,1.0,0,1.0,1.0
1071,300.0,57330.0,99.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,80.24,0,38.0,0,0.0,1,1.0,8.0
1086,868.0,77600.0,94000.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1141.35,0,28.0,1,3.0,-1,1.0,1.0
1092,868.0,59650.0,59000.0,13.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,830.0,0,60.0,1,19.0,0,1.0,1.0
1094,1543.0,95100.0,95100.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,450.0,0,36.0,0,0.0,1,1.0,1.0
1096,921.0,17750.0,33210.0,16.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,6092.52,1,49.0,0,3.0,1,1.0,1.0
1102,307.0,91570.0,95100.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,800.0,0,36.0,0,3.0,1,1.0,1.0
1104,300.0,21800.0,21000.0,16.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,8380.0,1,36.0,0,1.0,-1,1.0,1.0
1105,868.0,17620.0,35000.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,432.93,0,29.0,0,3.0,0,7.0,1.0
1112,456.0,13012.0,13008.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,2.0,161.08,0,33.0,0,3.0,1,1.0,1.0
1114,300.0,75019.0,94370.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,20.0,0,32.0,0,1.0,0,1.0,1.0
1122,1543.0,1100.0,1130.0,18.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-350.62,0,24.0,0,1.0,1,1.0,1.0
1124,659.0,69003.0,26100.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,-10.0,0,33.0,1,8.0,1,1.0,1.0
1134,868.0,62830.0,62000.0,6.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,340.0,0,67.0,1,1.0,0,1.0,1.0
1137,868.0,31170.0,92110.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,735.5,0,38.0,1,3.0,1,1.0,1.0
1141,307.0,14510.0,76000.0,9.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,1680.0,1,61.0,0,2.0,1,1.0,1.0
1145,307.0,91290.0,91100.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,240.29,0,22.0,0,17.0,1,1.0,1.0
1148,300.0,75019.0,75016.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,935.0,0,28.0,0,3.0,0,1.0,1.0
1149,868.0,92800.0,99.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,370.12,0,26.0,1,1.0,1,1.0,9.0
1152,868.0,91120.0,93200.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,780.0,0,29.0,1,1.0,1,1.0,1.0
1156,868.0,16000.0,69600.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,232.41,0,28.0,1,1.0,0,1.0,1.0
1159,868.0,78114.0,93200.0,6.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,87.58,0,64.0,1,1.0,1,1.0,1.0
1161,868.0,13004.0,67000.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4080.0,1,32.0,1,3.0,0,1.0,1.0
1163,304.0,60300.0,27200.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,2080.0,1,37.0,0,6.0,1,1.0,1.0
