,id_dim_personne,encours_parrain,id_parrain
474,5328894388,30.0,5234011512.0
475,5896087184,21374.27,9861.0
476,5896088767,,
477,5326713201,,
478,5326620554,3799.29,420337812.0
479,5326584048,,
480,5322430434,60066.84,2978410041.0
481,5314807674,,
482,5314596050,7632.2,5717883163.0
483,5309905806,880.7,2438592252.0
484,5306809678,21462.52,6275289042.0
485,5304753998,1005.0,3275508042.0
486,5301341722,,
487,5290157196,39854.54,630416753.0
488,5904794654,680.01,6706105136.0
489,5275332900,1900.02,3329756068.0
490,5271944879,7517.24,597986084.0
491,5268857274,,
492,5267913688,,
493,5260240795,17.2,4349295617.0
494,5904958471,,
495,5244467853,,
496,5238042765,0.0,4406610146.0
497,5234234436,194.64,1336788882.0
498,5234234250,131849.98,1350181131.0
499,5229164293,2540.89,1471257567.0
500,5229156217,122.22,3337977507.0
501,5908860861,,
502,5215189525,1044.2,4881946650.0
503,5191832056,6203.49,1439568891.0
504,5184109999,0.0,4400476231.0
505,5176765869,,
506,5158132006,2871.07,3803137275.0
507,5155223228,,
508,5148785217,91741.89,2068003417.0
509,5148725018,6578.01,2622743477.0
510,5121795927,1647.17,1779118561.0
511,5912880430,63970.81,180833.0
512,5912913130,1991.5,6381338121.0
513,5121614654,8433.33,3306396177.0
514,5066557198,2134.89,3776704160.0
515,5066337845,602.69,5180969282.0
516,5066241669,5223.29,4930498838.0
517,5053635504,,
518,5049891600,,
519,5046655599,11786.02,3320929410.0
520,5034386213,51.97,5034386202.0
521,5023356084,5232.46,4669561229.0
522,5916721936,280.23,6340459785.0
523,5015227730,555.59,4309484802.0
524,5005373192,495.1,4481683422.0
525,4997487777,2965.16,4660638047.0
526,4967395260,332.95,3221389753.0
527,4963235991,,
528,4942006109,46601.59,1549961820.0
529,4937188800,772.97,5957018965.0
530,4933639608,231774.43,2122172533.0
531,4927320194,10.56,4317136354.0
532,4912063211,,
533,4909065561,9824.82,4424773556.0
534,4908732750,,
535,4891102504,451.39,1742909691.0
536,4887533941,3517.91,6660913922.0
537,4884788836,445332.05,3309502745.0
538,4881774697,80.17,3947441030.0
539,4820060742,,
540,5922938706,,
541,4813182747,0.0,6638658587.0
542,4806529764,,
543,4797933802,,
544,4784969356,970.81,4453776267.0
545,4774627099,0.0,2552616532.0
546,5928513493,9989.66,3088294710.0
547,4771454491,0.0,4238596818.0
548,4702045312,,
